name	* info	* tier	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
l55 	Repeating Crossbow (1)	1	xbow	tier	l55 	hxb 	l55			20	1				1	29	45				2	-20	20		103			1	33	5	748			402	lxb	l55 	l55 	l55 	xbw 	xbw 	5	xbow	2	3					flprxb	invrxb			1	2		fires 5 shots before reload		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20		1	1	2	20					255					255			5	8		xxx 	xxx 	1	
l67 	Repeating Crossbow (4)	4	xbow	tier	l67 	hxb 	l67			20	1				1	82	115				2	-20	20		299			1	54	19	7788			404	lxb	l67 	l67 	l67 	xbw 	xbw 	5	xbow	2	3					flprxb	invrxb			1	4		fires 5 shots before reload		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
l75 	Repeating Crossbow (6)	6	xbow	tier	l75 	hxb 	l75			20	1				1	123	169				2	-20	20		570			1	84	28	16300			406	lxb	l75 	l75 	l75 	xbw 	xbw 	5	xbow	2	3					flprxb	invrxb			1	6		fires 5 shots before reload		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
79@ 	Repeating Crossbow (Sacred)	Sacred	qxbw		79@ 	hxb 	79@			2	1				1	147	170				2	-20	20		376			1	90	30	16300			406	lxb	79@ 	79@ 	79@ 	xbw 	xbw 	5	xbow	2	3					flprxb	invrxb			1	6		fires 5 shots before reload		so215	12	so215			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
102 	Saber (1)	1	swor	tier	102 	scm 	102			20	1	12	15										20		37		44		8	2	172			401	scm	102 	102 	102 	1hs 	1hs 	5	1hsl	1	3					flpsbr	invsbr			1	1				so246	12	so246			5	0						7			3					255					255					255		1		1	20					255				1	255		1		1	1					255		1		1	1					255		1		1	1		1		1	1					255					255					255					255					255			1	2		xxx 	xxx 	1	
306 	Saber (4)	4	swor	tier	306 	scm 	306			20	1	32	36										20		133		44		35	16	5100			402	scm	306 	306 	306 	1hs 	1hs 	5	1hsl	1	3					flpsbr	invsbr			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
442 	Saber (6)	6	swor	tier	442 	scm 	442			20	1	46	53										20		265		44		63	25	12582			403	scm	442 	442 	442 	1hs 	1hs 	5	1hsl	1	3					flpsbr	invsbr			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
03@ 	Saber (Sacred)	Sacred	qswd		03@ 	scm 	03@			2	1	81	84										20		443		44		79	30	12582			403	scm	03@ 	03@ 	03@ 	1hs 	1hs 	5	1hsl	1	3					flpsbr	invsbr			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
j11 	Sacred Globe (1)	1	orb	tier	j11 	ob1 	j11	100		4	1	10	10							14				20		8	30		8	1	132			401	bst	j11 	j11 	j11 	1hs 	1hs 	5	1hss	1	2					flpob1	invob2			1	1		0		so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
j62 	Sacred Globe (4)	4	orb	tier	j62 	ob1 	j62	100		4	1	21	24							14				20		42	30		37	15	4708			402	bst	j62 	j62 	j62 	1hs 	1hs 	5	1hss	1	2					flpob1	invob2			1	2		0		so234	12	so234			5	0	1					7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
j96 	Sacred Globe (6)	6	orb	tier	j96 	ob1 	j96	100		4	1	30	35							14				20		88	30		67	24	11958			402	bst	j96 	j96 	j96 	1hs 	1hs 	5	1hss	1	2					flpob1	invob2			1	2		0		so234	12	so234			5	0	1					7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
81@ 	Sacred Globe (Sacred)	Sacred	qorb		81@ 	ob1 	81@	100		1	1	72	74							14				20		177	30		77	30	11958			402	bst	81@ 	81@ 	81@ 	1hs 	1hs 	5	1hss	1	2					flpob1	invob2			1	2		0		so234	12	so234			5	0	1					7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
129 	Scepter (1)	1	scep	tier	129 	mac 	129			20	1	8	10											20		16	14		3		102			401	mac	129 	129 	129 	1hs 	1hs 	5	club	1	3					flpscp	invscp			1	1		magically charged		so246	12	so246			5	0						7			3					255					255		1		1	1					255					255		1		1	1					255					255		1		1	1					255					255					255					20					255					255					255					20			2	2		xxx 	xxx 	1	
333 	Scepter (4)	4	scep	tier	333 	mac 	333			20	1	21	24											20		81	14		31	13	3798			402	mac	333 	333 	333 	1hs 	1hs 	5	club	1	3					flpscp	invscp			1	2		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
469 	Scepter (6)	6	scep	tier	469 	mac 	469			20	1	31	35											20		171	14		62	23	10468			403	mac	469 	469 	469 	1hs 	1hs 	5	club	1	3					flpscp	invscp			1	3		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
30@ 	Scepter (Sacred)	Sacred	qscp		30@ 	mac 	30@			2	1	42	55											20		404	14		72	30	10468			403	mac	30@ 	30@ 	30@ 	1hs 	1hs 	5	club	1	3					flpscp	invscp			1	3		magically charged		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
101 	Scimitar (1)	1	swor	tier	101 	scm 	101			20	1	10	12									10	20		25		30		5	1	132			401	scm	101 	101 	101 	1hs 	1hs 	5	1hsl	1	3					flpscm	invscm			1	1				so246	12	so246			5	0						7			3					255					255					255		1		1	20					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
305 	Scimitar (4)	4	swor	tier	305 	scm 	305			20	1	27	31									10	20		103		30		43	15	4518			402	scm	305 	305 	305 	1hs 	1hs 	5	1hsl	1	3					flpscm	invscm			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
441 	Scimitar (6)	6	swor	tier	441 	scm 	441			20	1	40	45									10	20		212		30		61	24	11652			403	scm	441 	441 	441 	1hs 	1hs 	5	1hsl	1	3					flpscm	invscm			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
02@ 	Scimitar (Sacred)	Sacred	qswd		02@ 	scm 	02@			2	1	77	80									10	20		421		30		76	30	11652			403	scm	02@ 	02@ 	02@ 	1hs 	1hs 	5	1hsl	1	3					flpscm	invscm			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
j26 	Scissors Katar (1)	1	h2h	tier	j26 	skr 	j26	100		4	1	20	24							14	1	-20		30		68	66		24	6	748			401	skr	j26 	j26 	j26 	ht1 	ht1 	5	1hsl	1	3					flpskr	invskr			1	1		0		so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255	1	1		1	20	1	1	1	1	20	1	1	1	1	20			1	1	20					255			1	2		xxx 	xxx 	1	
j77 	Scissors Katar (4)	4	h2h	tier	j77 	skr 	j77	100		4	1	43	52							14	1	-20		30		200	66		54	20	7788			402	skr	j77 	j77 	j77 	ht1 	ht1 	5	1hsl	1	3					flpskr	invskr			1	2		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o21 	Scissors Katar (6)	6	h2h	tier	o21 	skr 	o21	100		4	1	62	73							14	1	-20		30		384	66		85	28	16300			403	skr	o21 	o21 	o21 	ht1 	ht1 	5	1hsl	1	3					flpskr	invskr			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
96@ 	Scissors Katar (Sacred)	Sacred	qh2h		96@ 	skr 	96@	100		1	1	89	94							14	1	-20		30		361	66		90	30	16300			403	skr	96@ 	96@ 	96@ 	ht1 	ht1 	5	1hsl	1	3					flpskr	invskr			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
8@1 	Serpent Bow (1)	1	dbow	tier	8@1 	sbb 	8@1			10	1				1	19	26					10	30		71			1	14	3	342			402	sbw	8@1 	8@1 	8@1 	bow 	bow 	6	bow	2	4					flpsbb	inv8lbu			1	2				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
2@2 	Serpent Bow (4)	4	dbow	tier	2@2 	sbb 	2@2			10	1				1	59	76					10	30		222			1	38	17	8262			404	sbw	2@2 	2@2 	2@2 	bow 	bow 	6	bow	2	4					flpsbb	inv8lbu			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
4@2 	Serpent Bow (6)	6	dbow	tier	4@2 	sbb 	4@2			10	1				1	90	114					10	30		431			1	70	26	20322			406	sbw	4@2 	4@2 	4@2 	bow 	bow 	6	bow	2	4					flpsbb	inv8lbu			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
5@2 	Serpent Bow (Sacred)	Sacred	sdbw		5@2 	sbb 	5@2			1	1				1	142	150					10	30		555			1	83	30	20322			406	sbw	5@2 	5@2 	5@2 	bow 	bow 	6	bow	2	4					flpsbb	inv8lbu			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
164 	Short Battle Bow (1)	1	bow	tier	164 	sbb 	164			20	1				1	17	25							20		63		1	18	2	228			402	sbw	164 	164 	164 	bow 	bow 	6	bow	2	3					flpsbb	invsbb			1	2				so211	12	so211			5	1						7			1					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1					255					20					255					255					255			5	8		xxx 	xxx 	1	
368 	Short Battle Bow (4)	4	bow	tier	368 	sbb 	368			20	1				1	52	71							20		197		1	43	16	5508			404	sbw	368 	368 	368 	bow 	bow 	6	bow	2	3					flpsbb	invsbb			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
504 	Short Battle Bow (6)	6	bow	tier	504 	sbb 	504			20	1				1	80	106							20		382		1	72	26	13548			406	sbw	504 	504 	504 	bow 	bow 	6	bow	2	3					flpsbb	invsbb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
65@ 	Short Battle Bow (Sacred)	Sacred	qbow		65@ 	sbb 	65@			2	1				1	126	139							20		492		1	82	30	13548			406	sbw	65@ 	65@ 	65@ 	bow 	bow 	6	bow	2	3					flpsbb	invsbb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
160 	Short Bow (1)	1	bow	tier	160 	sbw 	160			20	1				1	4	8					5		20		15		1	1		102			402	sbw	160 	160 	160 	bow 	bow 	6	bow	2	3					flpsbw	invsbw			1	2				so211	12	so211			5	1						7			1		1		1	1					255					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
364 	Short Bow (4)	4	bow	tier	364 	sbw 	364			20	1				1	23	26					5		20		79		1	30	13	3462			404	sbw	364 	364 	364 	bow 	bow 	6	bow	2	3					flpsbw	invsbw			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
500 	Short Bow (6)	6	bow	tier	500 	sbw 	500			20	1				1	39	44					5		20		167		1	55	22	10182			406	sbw	500 	500 	500 	bow 	bow 	6	bow	2	3					flpsbw	invsbw			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
61@ 	Short Bow (Sacred)	Sacred	qbow		61@ 	sbw 	61@			2	1				1	106	109					5		20		402		1	71	30	10182			406	sbw	61@ 	61@ 	61@ 	bow 	bow 	6	bow	2	3					flpsbw	invsbw			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
134 	Short Spear (1)	1	jave	tier	134 	jav 	134			20	1	11	17					10	22			10		20		47	80		15	2	14			401	jav	134 	134 	134 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flpssp	invssp			1	1		primarily thrown		so225	12	so225			5	0					684	7	2		3					255		1		1	1					255		1		1	1					255					255					20					255					255					255		1		1	1		1		1	1		1		1	1		1		1	1					255		1		1	1		1		1	1			5	8		xxx 	xxx 	1	
338 	Short Spear (4)	4	jave	tier	338 	jav 	338			20	1	25	37					38	63			10		20		157	80		40	16	102			402	jav	338 	338 	338 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flpssp	invssp			1	2		primarily thrown		so225	12	so225			5	0					684	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
474 	Short Spear (6)	6	jave	tier	474 	jav 	474			20	1	35	53					60	96			10		20		310	80		71	25	160			403	jav	474 	474 	474 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flpssp	invssp			1	3		primarily thrown		so225	12	so225			5	0					684	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
35@ 	Short Spear (Sacred)	Sacred	qjvn		35@ 	jav 	35@			2	1	75	84					115	133			10		20		462	80		80	30	160			403	jav	35@ 	35@ 	35@ 	1ht 	1ht 	5	1ht	1	3	1	30	60	60	flpssp	invssp			1	3		primarily thrown		so225	12	so225			5	0					684	7	2		3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
151 	Short Staff (1)	1	staf	tier	151 	bst 	151			20	1				1	8	16				1	-10		10			22		1		102			401	bst	151 	151 	151 	stf 	stf 	5	club	1	3					flpsst	invsst			1	1		magically charged		so245	12	so245			5	0						7			5					255					255		1		1	1					255					255					255					255					255					1					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
355 	Short Staff (4)	4	staf	tier	355 	bst 	355			20	1				1	28	31				1	-10		10		22	22		30	13	3628			402	bst	355 	355 	355 	stf 	stf 	5	club	1	3					flpsst	invsst			1	2		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
491 	Short Staff (6)	6	staf	tier	491 	bst 	491			20	1				1	44	48				1	-10		10		52	22		58	22	10182			403	bst	491 	491 	491 	stf 	stf 	5	club	1	3					flpsst	invsst			1	3		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
52@ 	Short Staff (Sacred)	Sacred	qstf		52@ 	bst 	52@			2	1				1	106	109				1	-10		10		188	22		71	30	10182			403	bst	52@ 	52@ 	52@ 	stf 	stf 	5	club	1	3					flpsst	invsst			1	3		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
100 	Short Sword (1)	1	swor	tier	100 	ssd 	100			20	1	8	12										20				16		1		102			401	ssd	100 	100 	100 	1hs 	1hs 	5	1hsl	1	3					flpssd	invssd			1	1				so246	12	so246			5	0						7			3		1		1	1		1		1	1					255					255					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
304 	Short Sword (4)	4	swor	tier	304 	ssd 	304			20	1	22	25										20		44		16		30	14	3972			402	ssd	304 	304 	304 	1hs 	1hs 	5	1hsl	1	3					flpssd	invssd			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
440 	Short Sword (6)	6	swor	tier	440 	ssd 	440			20	1	33	37										20		104		16		56	23	10758			403	ssd	440 	440 	440 	1hs 	1hs 	5	1hsl	1	3					flpssd	invssd			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
01@ 	Short Sword (Sacred)	Sacred	qswd		01@ 	ssd 	01@			2	1	74	76										20		376		16		73	30	10758			403	ssd	01@ 	01@ 	01@ 	1hs 	1hs 	5	1hsl	1	3					flpssd	invssd			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
166 	Short War Bow (1)	1	bow	tier	166 	sbb 	166			20	1				1	24	36							20		87		1	27	4	388			402	sbw	166 	166 	166 	bow 	bow 	6	bow	2	3					flpswb	invswb			1	2				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255		1		1	1		1		1	1					255		1		1	1		1		1	1					255					255			5	8		xxx 	xxx 	1	
370 	Short War Bow (4)	4	bow	tier	370 	sbb 	370			20	1				1	66	91							20		256		1	49	18	7062			404	sbw	370 	370 	370 	bow 	bow 	6	bow	2	3					flpswb	invswb			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
506 	Short War Bow (6)	6	bow	tier	506 	sbb 	506			20	1				1	100	136							20		490		1	80	27	14550			406	sbw	506 	506 	506 	bow 	bow 	6	bow	2	3					flpswb	invswb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
67@ 	Short War Bow (Sacred)	Sacred	qbow		67@ 	sbb 	67@			2	1				1	136	154							20		537		1	85	30	14550			406	sbw	67@ 	67@ 	67@ 	bow 	bow 	6	bow	2	3					flpswb	invswb			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
j12 	Smoked Sphere (1)	1	orb	tier	j12 	ob3 	j12	100		4	1	10	13							14		10		20		15	46		12	2	198			401	bst	j12 	j12 	j12 	1hs 	1hs 	5	1hss	1	2					flpob3	invob3			1	1		0		so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
j63 	Smoked Sphere (4)	4	orb	tier	j63 	ob3 	j63	100		4	1	25	30							14		10		20		79	46		41	16	5302			402	bst	j63 	j63 	j63 	1hs 	1hs 	5	1hss	1	2					flpob3	invob3			1	2		0		so234	12	so234			5	0	1					7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
