description	* info	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
cm2081	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	D3+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D4+																																																										0
cm2082	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	D3+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D4+																																																										0
cm2083	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	D4+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D5+																																																										0
cm2084	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	D4+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D5+																																																										0
cm2085	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	D4+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D5+																																																										0
cm2086	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	D4+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D5+																																																										0
cm2087	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	D4+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D5+																																																										0
cm2088	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	D4+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D5+																																																										0
cm2089	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	D4+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D5+																																																										0
cm2090	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	D4+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D5+																																																										0
cm2091	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	D4+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D5+																																																										0
cm2092	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	D4+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D5+																																																										0
cm2093	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	D4+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D5+																																																										0
cm2094	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	D4+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D5+																																																										0
cm2095	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	D4+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D5+																																																										0
cm2096	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	D4+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D5+																																																										0
cm2097	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	D4+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D5+																																																										0
cm2098	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	D4+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D5+																																																										0
cm2099	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	D5+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D6+																																																										0
cm2100	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	D5+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D6+																																																										0
cm2101	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	D5+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D6+																																																										0
cm2102	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	D5+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D6+																																																										0
cm2103	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	D5+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D6+																																																										0
cm2104	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	D5+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D6+																																																										0
cm2105	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	D5+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D6+																																																										0
cm2106	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	D5+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D6+																																																										0
cm2107	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	D5+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D6+																																																										0
cm2108	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	D5+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D6+																																																										0
cm2109	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	D5+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D6+																																																										0
cm2110	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	D5+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D6+																																																										0
cm2111	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	D5+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D6+																																																										0
cm2112	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	D5+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D6+																																																										0
cm2113	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	D5+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D6+																																																										0
cm2114	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	D5+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D6+																																																										0
cm2115	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	D6+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D7+																																																										0
cm2116	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	D6+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D7+																																																										0
cm2117	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	D6+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D7+																																																										0
cm2118	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	D6+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D7+																																																										0
cm2119	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	D6+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D7+																																																										0
cm2120	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	D6+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D7+																																																										0
cm2121	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	D6+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D7+																																																										0
cm2122	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	D6+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D7+																																																										0
cm2123	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	D6+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D7+																																																										0
cm2124	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	D6+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D7+																																																										0
cm2125	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	D6+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D7+																																																										0
cm2126	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	D6+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D7+																																																										0
cm2127	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	D6+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D7+																																																										0
cm2128	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	D6+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D7+																																																										0
cm2129	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	D6+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D7+																																																										0
cm2130	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	D6+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D7+																																																										0
cm2131	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	D7+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D8+																																																										0
cm2132	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	D7+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D8+																																																										0
cm2133	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	D7+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D8+																																																										0
cm2134	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	D7+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D8+																																																										0
cm2135	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	D7+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D8+																																																										0
cm2136	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	D7+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D8+																																																										0
cm2137	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	D7+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D8+																																																										0
cm2138	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	D7+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D8+																																																										0
cm2139	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	D7+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D8+																																																										0
cm2140	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	D7+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D8+																																																										0
cm2141	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	D7+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D8+																																																										0
cm2142	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	D7+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D8+																																																										0
cm2143	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	D7+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D8+																																																										0
cm2144	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	D7+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D8+																																																										0
cm2145	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	D7+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D8+																																																										0
cm2146	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	D7+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D8+																																																										0
cm2147	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	D8+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D9+																																																										0
cm2148	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	D8+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D9+																																																										0
cm2149	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	D8+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D9+																																																										0
cm2150	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	D8+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D9+																																																										0
cm2151	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	D8+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D9+																																																										0
cm2152	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	D8+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D9+																																																										0
cm2153	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	D8+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D9+																																																										0
cm2154	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	D8+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D9+																																																										0
cm2155	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	D8+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D9+																																																										0
cm2156	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	D8+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D9+																																																										0
cm2157	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	D8+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D9+																																																										0
cm2158	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	D8+	qum					useitem			100	pr469			1	1	pr10	100		4	25	pr217	100		4	10	pr291	100		6	60						D9+																																																										0
cm2159	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	D8+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D9+																																																										0
cm2160	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	D8+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D9+																																																										0
cm2161	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	D8+	qum					useitem			100	pr469			1	1	pr10	100		6	35	pr217	100		6	15	pr291	100		9	90						D9+																																																										0
