index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*Laz / comment	* Laz1	* Laz2	* Laz3	* Laz4	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Hand of Karcheus		1		10	1	120	100	66@ 		(Sacred) SU						5	5000	cblu	cblu			so0		so0	pr133		6	6	pr388	51	51	51	pr29		151	200	pr197	702	50	24	pr35		31	50	pr137	250	1000	1500	pr78		25	25	pr27		101	150	pr50		21	25	pr115		1	1	pr127	998	25	13					0
New2HwaninsGungdo		1		4	1	120	100	66@ 		(Sacred) SSU						5	5000	oran	oran			so0		so0	pr133		6	6	pr388	51	51	51	pr29		151	200	pr13		1500	1500	pr104		1	1	pr140		100	200	pr238		31	40	pr96		150	150	pr108		11	15	pr127	492	10	9	pr197	145	10	34	pr183		31	40	0
LongBattleBowSU3		1		1	1	120	100	66@ 		(Sacred) SSSU						5	5000	blac	blac			so0		so0	pr133		6	6	pr388		51	51	pr29		301	350	pr67		3	4	pr320		41	50	pr134		222	333	pr137		222	333	pr135		222	333	pr326		1	2	pr75		100	100	pr216		41	50	pr28		501	1000	0
Magebane		1		10	1	5	3	162 		(Tier 1)						5	5000	dpur	dpur			so0		so0	pr133		2	2	pr388	51	51	51	pr29		31	50	pr368		11	15	pr320		2	5	pr327		6	10	pr104		1	1	pr10		-11	-15	pr134		10	10	pr137	50	10	10	pr135	50	10	10					0
Magebane		1		10	1	20	13	230 		(Tier 2)						5	5000	dpur	dpur			so0		so0	pr133		3	3	pr388	51	51	51	pr29		51	70	pr368		16	20	pr320		6	9	pr327		11	15	pr104		1	2	pr10		-16	-20	pr134		25	25	pr137	50	25	25	pr135	50	25	25					0
Magebane		1		10	1	35	22	298 		(Tier 3)						5	5000	dpur	dpur			so0		so0	pr133		4	4	pr388	51	51	51	pr29		71	90	pr368		21	25	pr320		10	13	pr327		16	20	pr104		1	2	pr10		-21	-25	pr134		50	50	pr137	50	50	50	pr135	50	50	50					0
Magebane		1		10	1	49	31	366 		(Tier 4)						5	5000	dpur	dpur			so0		so0	pr133		4	4	pr388	51	51	51	pr29		91	110	pr368		26	30	pr320		14	17	pr327		21	25	pr104		1	3	pr10		-26	-30	pr134		100	100	pr137	50	100	100	pr135	50	100	100					0
Magebane		1		10	1	64	40	434 		(Tier 5)						5	5000	dpur	dpur			so0		so0	pr133		5	5	pr388	51	51	51	pr29		111	130	pr368		31	35	pr320		18	21	pr327		26	30	pr104		2	3	pr10		-31	-35	pr134		200	200	pr137	50	200	200	pr135	50	200	200					0
Magebane		1		10	1	78	50	502 		(Tier 6)						5	5000	dpur	dpur			so0		so0	pr133		6	6	pr388	51	51	51	pr29		131	150	pr368		36	40	pr320		22	25	pr327		31	35	pr104		2	4	pr10		-36	-40	pr134		400	400	pr137	50	400	400	pr135	50	400	400					0
Seraph Wing		1		10	1	120	100	63@ 		(Sacred) SU						5	5000	lgry	lgry			so0		so0	pr133		6	6	pr388	51	51	51	pr29		201	250	pr28		151	200	pr41		51	60	pr57		35	35	pr78		25	25	pr99		151	200	pr197	530	50	19	pr73		2	2	pr98		151	200	pr42		5	5	0
Vizjuns Scitek		1		4	1	120	100	63@ 		(Sacred) SSU						5	5000	cblu	cblu			so0		so0	pr133		6	6	pr388	51	51	51	pr29		251	300	pr127	209	5	40	pr173		25	25	pr140		100	200	pr57		30	30	pr78		50	50	pr96		150	150	pr135		500	1500	pr137	100	500	1500	pr108		5	5	0
LongBowSU3		1		1	1	120	100	63@ 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		6	6	pr388		51	51	pr29		251	300	pr104		5	7	pr140		300	600	pr113		10	10	pr8		51	100	pr7		51	100	pr14		11	15	pr81		25	25	pr221		21	30	pr174		51	75	0
The Magister		1		10	1	4	3	152 		(Tier 1)						5	5000	lyel	lyel			so0		so0	pr133		2	2	pr388	25	25	25	pr184		21	25	pr204	807	1	4	pr104		1	1	pr183		21	25	pr204	789	1	4	pr31		16	25	pr33		16	25	pr222		11	15									0
The Magister		1		10	1	19	12	220 		(Tier 2)						5	5000	lyel	lyel			so0		so0	pr133		2	2	pr388	25	25	25	pr184		26	30	pr204	807	5	8	pr104		1	2	pr183		26	30	pr204	789	5	8	pr31		26	35	pr33		26	35	pr222		16	20									0
The Magister		1		10	1	33	21	288 		(Tier 3)						5	5000	lyel	lyel			so0		so0	pr133		3	3	pr388	25	25	25	pr184		31	35	pr204	807	9	12	pr104		2	3	pr183		31	35	pr204	789	9	12	pr31		36	45	pr33		36	45	pr222		21	25									0
The Magister		1		10	1	48	30	356 		(Tier 4)						5	5000	lyel	lyel			so0		so0	pr133		3	3	pr388	25	25	25	pr184		36	40	pr204	807	13	16	pr104		2	4	pr183		36	40	pr204	789	13	16	pr31		46	55	pr33		46	55	pr222		26	30									0
The Magister		1		10	1	63	40	424 		(Tier 5)						5	5000	lyel	lyel			so0		so0	pr133		4	4	pr388	25	25	25	pr184		41	45	pr204	807	17	20	pr104		3	5	pr183		41	45	pr204	789	17	20	pr31		56	65	pr33		56	65	pr222		31	35									0
The Magister		1		10	1	77	49	492 		(Tier 6)						5	5000	lyel	lyel			so0		so0	pr133		4	4	pr388	25	25	25	pr184		46	50	pr204	807	21	24	pr104		3	6	pr183		46	50	pr204	789	21	24	pr31		66	75	pr33		66	75	pr222		36	40									0
Shamanka		1		10	1	120	100	53@ 		(Sacred) SU						5	5000	oran	oran			so0		so0	pr133		4	4	pr388	25	25	25	pr70		3	6	pr31		51	70	pr33		51	70	pr339		45	45	pr14		31	40	pr199	569	100	25	pr204	96	6	16	pr307		41	50	pr205	157	1	1	pr274		1	1	0
NewBlackKingBar		1		4	1	120	100	53@ 		(Sacred) SSU						5	5000	blac	blac			so0		so0	pr133		4	4	pr388	25	25	25	pr197	29	2	5	pr14		20	20	pr104		8	8	pr186		61	80	pr182	404	10	44	pr209		11	15	pr262		50	50	pr88		50	50	pr10		100	100					0
LongStaffSU3		1		1	1	120	100	53@ 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		4	4	pr388		25	25	pr481	699	1	47	pr481	680	1	47	pr481	702	1	47	pr104		5	7	pr207		41	50	pr87		50	50	pr78		25	25	pr192		101	150	pr217		15	15	pr222		51	75	0
Donnerherr		1		10	1	12	8	105 		(Tier 1)						5	5000	lyel	lyel			so0		so0	pr133		2	2	pr387		51	51	pr29		41	60	pr22		1	1	pr23		31	100	pr126	807	15	4	pr184		11	15	pr57		15	15	pr220		3	5													0
Donnerherr		1		10	1	27	17	173 		(Tier 2)						5	5000	lyel	lyel			so0		so0	pr133		3	3	pr387		51	51	pr29		61	80	pr22		1	1	pr23		101	170	pr126	807	18	8	pr184		16	20	pr57		20	20	pr220		6	8													0
Donnerherr		1		10	1	41	26	241 		(Tier 3)						5	5000	lyel	lyel			so0		so0	pr133		4	4	pr387		51	51	pr29		81	100	pr22		1	1	pr23		171	240	pr126	807	21	12	pr184		21	25	pr57		25	25	pr220		9	11													0
Donnerherr		1		10	1	56	35	309 		(Tier 4)						5	5000	lyel	lyel			so0		so0	pr133		4	4	pr387		51	51	pr29		101	120	pr22		1	1	pr23		241	310	pr126	807	24	16	pr184		26	30	pr57		30	30	pr220		12	14													0
Donnerherr		1		10	1	71	45	377 		(Tier 5)						5	5000	lyel	lyel			so0		so0	pr133		5	5	pr387		51	51	pr29		121	140	pr22		1	1	pr23		311	380	pr126	807	27	20	pr184		31	35	pr57		35	35	pr220		15	17													0
Donnerherr		1		10	1	85	54	445 		(Tier 6)						5	5000	lyel	lyel			so0		so0	pr133		6	6	pr387		51	51	pr29		141	160	pr22		1	1	pr23		381	450	pr126	807	30	24	pr184		36	40	pr57		40	40	pr220		18	20													0
Warwind		1		10	1	120	100	06@ 		(Sacred) SU						5	5000	lblu	dgry			so0		so0	pr133		6	6	pr387		51	51	pr29		251	300	pr28		151	200	pr104		1	1	pr220		50	50	pr97		-15	-15	pr57		50	50	pr78		35	35	pr63		500	500	pr190		31	40	pr137	75	250	750	0
New2Demacian		1		4	1	120	100	06@ 		(Sacred) SSU						5	5000	lyel	lyel			so0		so0	pr133		6	6	pr387		51	51	pr29		251	300	pr28		151	200	pr204	27	3	5	pr296		500	500	pr221		40	40	pr78		20	20	pr108		5	5	pr53		200	200									0
LongSwordSU3		1		1	1	120	100	06@ 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		6	6	pr387		51	51	pr29		300	350	pr117	1932	2	2	pr140		100	200	pr84		25	25	pr57		25	25	pr104		1	2	pr197	119	10	26	pr185		40	50	pr218		15	25					0
The Black Dame		1		10	1	18	11	167 		(Tier 1)						5	5000	blac	blac			so0		so0	pr133		2	2	pr388	51	51	51	pr29		61	100	pr28		31	50	pr57		25	25	pr197	387	5	2	pr222		21	25	pr191		3	5	pr65		3	7	pr114		3	5	pr117	856	4	5					0
The Black Dame		1		10	1	32	20	235 		(Tier 2)						5	5000	blac	blac			so0		so0	pr133		3	3	pr388	51	51	51	pr29		101	140	pr28		51	70	pr57		35	35	pr197	387	6	5	pr222		26	30	pr191		6	8	pr65		8	12	pr114		6	8	pr117	856	6	7					0
The Black Dame		1		10	1	47	30	303 		(Tier 3)						5	5000	blac	blac			so0		so0	pr133		4	4	pr388	51	51	51	pr29		141	180	pr28		71	90	pr57		45	45	pr197	387	7	8	pr222		31	35	pr191		9	11	pr65		13	17	pr114		9	11	pr117	856	8	9					0
The Black Dame		1		10	1	62	39	371 		(Tier 4)						5	5000	blac	blac			so0		so0	pr133		4	4	pr388	51	51	51	pr29		181	220	pr28		91	110	pr57		55	55	pr197	387	8	11	pr222		36	40	pr191		12	14	pr65		18	22	pr114		12	14	pr117	856	10	11					0
The Black Dame		1		10	1	76	48	439 		(Tier 5)						5	5000	blac	blac			so0		so0	pr133		5	5	pr388	51	51	51	pr29		221	260	pr28		111	130	pr57		65	65	pr197	387	9	14	pr222		41	45	pr191		15	17	pr65		23	27	pr114		15	17	pr117	856	12	13					0
The Black Dame		1		10	1	90	57	507 		(Tier 6)						5	5000	blac	blac			so0		so0	pr133		6	6	pr388	51	51	51	pr29		261	300	pr28		131	150	pr57		75	75	pr197	387	10	17	pr222		46	50	pr191		18	20	pr65		28	32	pr114		18	20	pr117	856	14	15					0
Harp of Vengeance		1		10	1	120	100	68@ 		(Sacred) SU						5	5000	lred	dred			so0		so0	pr133		6	6	pr388	51	51	51	pr29		201	250	pr140		150	450	pr57		45	45	pr78		30	30	pr66		12	18	pr127	492	40	6	pr31		61	80	pr134		333	666	pr182	525	75	10	pr117	1182	5	5	0
New2Hammerfall		1		4	1	120	100	68@ 		(Sacred) SSU						5	5000	dgry	dgry			so0		so0	pr133		6	6	pr388	51	51	51	pr29		301	350	pr140		150	300	pr197	612	1	48	pr127	540	15	4	pr108		11	15	pr75		50	50	pr7		100	100	pr8		100	100	pr104		5	5	pr127	461	5	29	0
LongWarBowSU3		1		1	1	120	100	68@ 		(Sacred) SSSU						5	5000	oran	oran			so0		so0	pr133		6	6	pr388		51	51	pr29		301	350	pr121		4	6	pr197	385	15	21	pr57		40	40	pr140		200	600	pr117	1847		1	pr204	356	3	19	pr108		11	15	pr216		21	30	pr66		26	35	0
Koth's Lesson		1		10	1	8	5	126 		(Tier 1)						5	5000	dred	dred			so0		so0	pr133		1	1	pr388	51	51	51	pr29		31	60	pr197	600	15	4	pr99		61	120	pr14		3	5	pr7		11	15	pr71		1	1	pr0		51	100	pr230		31	50									0
Koth's Lesson		1		10	1	22	14	194 		(Tier 2)						5	5000	dred	dred			so0		so0	pr133		2	2	pr388	51	51	51	pr29		61	90	pr197	600	18	8	pr99		121	180	pr14		6	8	pr7		16	20	pr71		1	1	pr0		101	150	pr230		51	70									0
Koth's Lesson		1		10	1	37	23	262 		(Tier 3)						5	5000	dred	dred			so0		so0	pr133		2	2	pr388	51	51	51	pr29		91	120	pr197	600	21	12	pr99		181	240	pr14		9	11	pr7		21	25	pr71		1	2	pr0		151	200	pr230		71	90									0
Koth's Lesson		1		10	1	52	33	330 		(Tier 4)						5	5000	dred	dred			so0		so0	pr133		2	2	pr388	51	51	51	pr29		121	150	pr197	600	24	16	pr99		241	300	pr14		12	14	pr7		26	30	pr71		1	2	pr0		201	250	pr230		91	110									0
Koth's Lesson		1		10	1	66	42	398 		(Tier 5)						5	5000	dred	dred			so0		so0	pr133		3	3	pr388	51	51	51	pr29		151	180	pr197	600	27	20	pr99		301	360	pr14		15	17	pr7		31	35	pr71		1	3	pr0		251	300	pr230		111	130									0
Koth's Lesson		1		10	1	81	51	466 		(Tier 6)						5	5000	dred	dred			so0		so0	pr133		3	3	pr388	51	51	51	pr29		181	210	pr197	600	30	24	pr99		361	420	pr14		18	20	pr7		36	40	pr71		2	3	pr0		301	350	pr230		131	150									0
Dreamflange		1		10	1	120	100	27@ 		(Sacred) SU						5	5000	lgld	lgld			so0		so0	pr133		3	3	pr388	51	51	51	pr104		3	4	pr207		31	40	pr87		50	50	pr10		51	100	pr42		5	5	pr73		2	2	pr291		51	75													0
NewStarbreaker		1		4	1	120	100	27@ 		(Sacred) SSU						5	5000	dpur	lpur			so0		so0	pr133		3	3	pr388	51	51	51	pr87		20	20	pr309		21	25	pr104		1	1	pr41		25	25	pr126	974	2	1	pr11		-100	-100																	0
MaceSU3		1		1	1	120	100	27@ 		(Sacred) SSSU						5	5000	blac	blac			so0		so0	pr133		3	3	pr387		51	51	pr29		201	250	pr183		40	50	pr206		40	50	pr171		21	25	pr67		3	4	pr87		25	25	pr217		10	15	pr11		400	500	pr192		50	75	pr59		50	50	0
The Moon Fairy		1		10	1	16	10	j19 		(Tier 1)						5	5000	dblu	dblu			so0		so0	pr133		1	1	pr388	76	76	76	pr29		31	60	pr59		21	30	pr28		41	60	pr197	563	5	4	pr17		11	25	pr18		51	75	pr20		11	25	pr21		51	75	pr35		21	25	pr197	508	5	4	0
The Moon Fairy		1		10	1	31	20	j36 		(Tier 2)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	76	76	76	pr29		61	90	pr59		31	40	pr28		61	80	pr197	563	7	8	pr17		26	50	pr18		76	150	pr20		26	50	pr21		76	150	pr35		26	30	pr197	508	7	8	0
The Moon Fairy		1		10	1	46	29	j53 		(Tier 3)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	76	76	76	pr29		91	120	pr59		41	50	pr28		81	100	pr197	563	9	12	pr17		51	100	pr18		151	300	pr20		51	100	pr21		151	300	pr35		31	35	pr197	508	9	12	0
The Moon Fairy		1		10	1	60	38	j70 		(Tier 4)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	76	76	76	pr29		121	150	pr59		51	60	pr28		101	120	pr197	563	11	16	pr17		101	200	pr18		301	600	pr20		101	200	pr21		301	600	pr35		36	40	pr197	508	11	16	0
The Moon Fairy		1		10	1	75	47	j87 		(Tier 5)						5	5000	dblu	dblu			so0		so0	pr133		2	2	pr388	76	76	76	pr29		151	180	pr59		61	70	pr28		121	140	pr197	563	13	20	pr17		201	400	pr18		601	1200	pr20		201	400	pr21		601	1200	pr35		41	45	pr197	508	13	20	0
The Moon Fairy		1		10	1	86	55	o14 		(Tier 6)						5	5000	dblu	dblu			so0		so0	pr133		3	3	pr388	76	76	76	pr29		181	210	pr59		71	80	pr28		141	160	pr197	563	15	24	pr17		401	800	pr18		1201	2400	pr20		401	800	pr21		1201	2400	pr35		46	50	pr197	508	15	24	0
Storm Cloud		1		10	1	120	100	89@ 		(Sacred) SU						5	5000	dgld	dgry			so0		so0	pr133		3	3	pr388	76	76	76	pr29		251	300	pr140		250	450	pr197	507	15	8	pr22		1	1	pr23		2001	2500	pr184		31	50	pr204	968	1	6	pr57		60	60	pr114		15	15	pr204	330	7	16	0
NewHellrain		1		4	1	120	100	89@ 		(Sacred) SSU						5	5000	blac	dred			so0		so0	pr133		3	3	pr388	76	76	76	pr29		301	350	pr140		250	500	pr57		100	100	pr127	389	2	60	pr171		50	50	pr173		50	50	pr127	119	2	60	pr67		2	2	pr114		25	25	pr8		100	100	0
MaidenJavelinSU3		1		1	1	120	100	89@ 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		3	3	pr388	76	76	76	pr57		30	30	pr127	699	1	15	pr127	680	1	15	pr127	702	1	15	pr123	305	10	20	pr29		100	125	pr108		20	25	pr172		22	22	pr173		22	22	pr171		22	22	0
Terra Indiges		1		10	1	16	10	j18 		(Tier 1)						5	5000	lgld	lgld			so0		so0	pr133		2	2	pr388	102	102	102	pr29		41	80	pr28		41	70	pr41		21	30	pr222		11	15	pr4		3	5	pr230		11	25	pr81		10	10	pr126	386	15	3	pr126	96	3	3	pr478	146	25	1	0
Terra Indiges		1		10	1	31	20	j35 		(Tier 2)						5	5000	lgld	lgld			so0		so0	pr133		3	3	pr388	102	102	102	pr29		81	120	pr28		71	100	pr41		31	40	pr222		16	20	pr4		6	8	pr230		26	40	pr81		10	10	pr126	386	20	6	pr126	96	3	6	pr478	146	25	1	0
Terra Indiges		1		10	1	46	29	j52 		(Tier 3)						5	5000	lgld	lgld			so0		so0	pr133		4	4	pr388	102	102	102	pr29		121	160	pr28		101	130	pr41		41	50	pr222		21	25	pr4		9	11	pr230		41	55	pr81		15	15	pr126	386	25	9	pr126	96	4	9	pr478	146	25	1	0
Terra Indiges		1		10	1	60	38	j69 		(Tier 4)						5	5000	lgld	lgld			so0		so0	pr133		4	4	pr388	102	102	102	pr29		161	200	pr28		131	160	pr41		51	60	pr222		26	30	pr4		12	14	pr230		56	70	pr81		15	15	pr126	386	30	12	pr126	96	4	12	pr478	146	25	1	0
Terra Indiges		1		10	1	74	47	j86 		(Tier 5)						5	5000	lgld	lgld			so0		so0	pr133		5	5	pr388	102	102	102	pr29		201	240	pr28		161	190	pr41		61	70	pr222		31	35	pr4		15	17	pr230		71	85	pr81		20	20	pr126	386	35	15	pr126	96	5	15	pr478	146	25	1	0
Terra Indiges		1		10	1	86	55	o13 		(Tier 6)						5	5000	lgld	lgld			so0		so0	pr133		6	6	pr388	102	102	102	pr29		241	280	pr28		191	220	pr41		71	80	pr222		36	40	pr4		18	20	pr230		86	100	pr81		20	20	pr126	386	40	18	pr126	96	5	18	pr478	146	25	1	0
Celestia's Defense		1		10	1	120	100	88@ 		(Sacred) SU						5	5000	dgld	dgld			so0		so0	pr133		6	6	pr388	102	102	102	pr29		251	300	pr140		150	500	pr222		31	50	pr190		100	100	pr67		3	5	pr57		50	50	pr41		41	50	pr42		10	10	pr204	449	2	9	pr478	146	25	1	0
NewSerenthiasGlory		1		4	1	120	100	88@ 		(Sacred) SSU						5	5000	lgld	lyel			so0		so0	pr133		6	6	pr388	102	102	102	pr29		301	350	pr140		500	750	pr67		3	3	pr57		30	30	pr126	104	100	22	pr173		31	40	pr238		41	50	pr126	468	10	18	pr0		2000	2000	pr478	146	25	1	0
MaidenPikeSU3		1		1	1	120	100	88@ 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		6	6	pr388	102	102	102	pr478	146	25	1	pr197	34	2	10	pr29		300	350	pr127	66	5	15	pr140		200	500	pr192		150	150	pr92		1	1	pr114		30	30	pr191		200	200	pr59		150	150	0
Sundial Spire		1		10	1	10	7	j17 		(Tier 1)						5	5000	lyel	lyel			so0		so0	pr133		2	2	pr388	102	102	102	pr29		31	60	pr57		10	10	pr199	619	100	6	pr291		21	30	pr217		11	15	pr171		11	15	pr204	830	1	2	pr478	146	25	1									0
Sundial Spire		1		10	1	25	16	x34 		(Tier 2)						5	5000	lyel	lyel			so0		so0	pr133		3	3	pr388	102	102	102	pr29		61	90	pr57		20	20	pr199	619	100	12	pr291		31	40	pr217		16	20	pr171		16	20	pr204	830	3	4	pr478	146	25	1									0
Sundial Spire		1		10	1	40	25	j51 		(Tier 3)						5	5000	lyel	lyel			so0		so0	pr133		4	4	pr388	102	102	102	pr29		91	120	pr57		30	30	pr199	619	100	18	pr291		41	50	pr217		21	25	pr171		21	25	pr204	830	5	6	pr478	146	25	1									0
Sundial Spire		1		10	1	54	34	j68 		(Tier 4)						5	5000	lyel	lyel			so0		so0	pr133		4	4	pr388	102	102	102	pr29		121	150	pr57		40	40	pr199	619	100	24	pr291		51	60	pr217		26	30	pr171		26	30	pr204	830	7	8	pr478	146	25	1									0
Sundial Spire		1		10	1	69	44	j85 		(Tier 5)						5	5000	lyel	lyel			so0		so0	pr133		5	5	pr388	102	102	102	pr29		151	180	pr57		50	50	pr199	619	100	30	pr291		61	70	pr217		31	35	pr171		31	35	pr204	830	9	10	pr478	146	25	1									0
Sundial Spire		1		10	1	83	53	o12 		(Tier 6)						5	5000	lyel	lyel			so0		so0	pr133		6	6	pr388	102	102	102	pr29		181	210	pr57		60	60	pr199	619	100	36	pr291		71	80	pr217		36	40	pr171		36	40	pr204	830	11	12	pr478	146	25	1									0
Ghost Anchor		1		10	1	120	100	87@ 		(Sacred) SU						5	5000	dblu	dblu			so0		so0	pr133		6	6	pr388	102	102	102	pr29		201	250	pr114		41	50	pr220		250	250	pr201		1	1	pr181		1	1	pr8		41	50	pr75		-25	-25	pr28		201	250	pr478	146	25	1	pr4		11	15	0
Cranium Bore		1		4	1	120	100	87@ 		(Sacred) SSU						5	5000	cred	cred			so0		so0	pr133		6	6	pr388	102	102	102	pr29		301	350	pr140		250	750	pr356		500	500	pr192		1000	1000	pr220		125	125	pr7		51	100	pr8		51	100	pr222		11	15	pr108		21	25	pr478	146	25	1	0
MaidenSpearSU3		1		1	1	120	100	87@ 		(Sacred) SSSU						5	5000	lblu	lblu			so0		so0	pr133		6	6	pr388	102	102	102	pr478	146	25	1	pr117	1529	5	5	pr222		100	100	pr197	832	5	20	pr29		300	350	pr28		1	250	pr96		50	50	pr58		950	950	pr8		25	25					0
KingOTDreadlands		1		10	1	1	1	!22 		(Tier 1)						5	5000	blac	blac			so0		so0	pr133		1	1	pr387		76	76	pr29		31	50	pr57		25	25	pr99		31	50	pr382		5	6	pr191		3	5	pr197	733	3	4																	0
KingOTDreadlands		1		10	1	16	9	!23 		(Tier 2)						5	5000	blac	blac			so0		so0	pr133		2	2	pr387		76	76	pr29		51	70	pr57		35	35	pr99		51	70	pr382		7	8	pr191		6	8	pr197	733	4	8																	0
KingOTDreadlands		1		10	1	31	20	!24 		(Tier 3)						5	5000	blac	blac			so0		so0	pr133		2	2	pr387		76	76	pr29		71	90	pr57		45	45	pr99		71	90	pr382		9	10	pr191		9	11	pr197	733	5	12																	0
KingOTDreadlands		1		10	1	48	30	!25 		(Tier 4)						5	5000	blac	blac			so0		so0	pr133		2	2	pr387		76	76	pr29		91	110	pr57		55	55	pr99		91	110	pr382		11	12	pr191		12	14	pr197	733	6	16																	0
KingOTDreadlands		1		10	1	63	40	!26 		(Tier 5)						5	5000	blac	blac			so0		so0	pr133		3	3	pr387		76	76	pr29		111	130	pr57		65	65	pr99		111	130	pr382		13	14	pr191		15	17	pr197	733	7	20																	0
KingOTDreadlands		1		10	1	80	50	!27 		(Tier 6)						5	5000	blac	blac			so0		so0	pr133		3	3	pr387		76	76	pr29		131	150	pr57		75	75	pr99		131	150	pr382		15	16	pr191		18	20	pr197	733	8	24																	0
Elite Hacker		1		10	1	120	100	!28 		(Sacred) SU						5	5000	dgld	dgld			so0		so0	pr133		3	3	pr387		76	76	pr29		251	300	pr140		200	400	pr7		51	150	pr8		51	150	pr9		51	150	pr71		2	4	pr59		100	100	pr0		500	500	pr108		41	50	pr57		20	20	0
NewPitlordsPendulum		1		4	1	120	100	!28 		(Sacred) SSU						5	5000	blac	blac			so0		so0	pr133		3	3	pr387		76	76	pr29		251	300	pr140		200	400	pr138	256	8192	12288	pr174		100	100	pr117	1682	5	5	pr114		21	25	pr90		7	7	pr107		25	25	pr98		201	250					0
MammenAxeSU3		1		1	1	120	100	!28 		(Sacred) SSSU						5	5000	blac	blac			so0		so0	pr133		3	3	pr387	76	76	76	pr29		300	350	pr140		200	250	pr197	59	10	12	pr117	1843		1	pr92		1	1	pr14		10	15	pr78		50	50	pr134		500	750	pr171		50	50	pr42		5	5	0
Wasp Sting		1		10	1	11	7	6@2 		(Tier 1)						5	5000	lyel	lyel			so0		so0	pr133		2	2	pr387		76	76	pr29		31	60	pr24		32	64	pr25		96	128	pr26		25	25	pr127	492	10	1	pr107		6	10	pr57		15	15	pr88		7	10									0
Wasp Sting		1		10	1	26	17	7@2 		(Tier 2)						5	5000	lyel	lyel			so0		so0	pr133		3	3	pr387		76	76	pr29		61	90	pr24		65	128	pr25		129	256	pr26		50	50	pr127	492	11	1	pr107		11	15	pr57		20	20	pr88		11	14									0
Wasp Sting		1		10	1	40	26	8@2 		(Tier 3)						5	5000	lyel	lyel			so0		so0	pr133		4	4	pr387		76	76	pr29		91	120	pr24		129	256	pr25		257	512	pr26		75	75	pr127	492	12	1	pr107		16	20	pr57		25	25	pr88		15	18									0
Wasp Sting		1		10	1	55	35	9@2 		(Tier 4)						5	5000	lyel	lyel			so0		so0	pr133		4	4	pr387		76	76	pr29		121	150	pr24		257	512	pr25		513	1024	pr26		100	100	pr127	492	13	1	pr107		21	25	pr57		30	30	pr88		19	22									0
Wasp Sting		1		10	1	69	44	1@3 		(Tier 5)						5	5000	lyel	lyel			so0		so0	pr133		5	5	pr387		76	76	pr29		151	180	pr24		513	1024	pr25		1025	2048	pr26		125	125	pr127	492	14	1	pr107		26	30	pr57		35	35	pr88		23	26									0
Wasp Sting		1		10	1	84	53	2@3 		(Tier 6)						5	5000	lyel	lyel			so0		so0	pr133		6	6	pr387		76	76	pr29		181	210	pr24		1025	2048	pr25		2049	4096	pr26		150	150	pr127	492	15	1	pr107		31	35	pr57		40	40	pr88		27	30									0
Leathdhiabhala		1		10	1	120	100	3@3 		(Sacred) SU						5	5000	oran	dgrn			so0		so0	pr133		6	6	pr387		76	76	pr29		301	350	pr204	402	24	30	pr204	405	14	26	pr121		4	6	pr383		61	80	pr138	128	2000	4000	pr134		1000	2000	pr341		50	50	pr145	128	128	128	pr127	104	33	52	0
New2NereidsCalliope		1		4	1	120	100	3@3 		(Sacred) SSU						5	5000	cgrn	cgrn			so0		so0	pr133		6	6	pr387		76	76	pr29		251	300	pr197	982	5	22	pr78		75	75	pr127	712	1	2	pr215		21	25	pr121		2	2	pr267		41	50	pr3		50	50	pr305	128	128	128	pr88		75	75	0
MapleBowSU3		1		1	1	120	100	3@3 		(Sacred) SSSU						5	5000	whit	whit			so0		so0	pr133		6	6	pr387		76	76	pr108		40	40	pr29		300	350	pr140		200	300	pr197	702	10	23	pr57		60	60	pr121		2	3	pr98		150	150	pr66		20	25	pr93		10	10	pr137		500	700	0
Lord of Thorns		1		10	1	17	11	!63 		(Tier 1)						5	5000	blac	blac			so0		so0	pr133		2	2	pr387		25	25	pr69		1	1	pr41		11	15	pr87		15	15	pr269		21	25	pr371	535	2	5	pr90		4	5	pr267		21	25	pr10		16	25	pr87		15	15					0
Lord of Thorns		1		10	1	33	20	!64 		(Tier 2)						5	5000	blac	blac			so0		so0	pr133		3	3	pr387		25	25	pr69		1	2	pr41		16	20	pr87		20	20	pr269		26	30	pr371	535	3	7	pr90		6	7	pr267		26	30	pr10		26	35	pr87		20	20					0
