Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	* Laz / status	* Laz / new	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
ms1252	1252	ms1252		4	SetDayZ	ms995	mp150	mt37	ma28	mon_elite	VA  			1													3	4	36	12	12	1	25	75	120	mo128	mo128	11	3	2	1	80	80	80	15	10	5	95	98	100	100	100	100	50	50	50	2	2	2																			1				1		1				1			1	1									sk723	mq63	2	sk724	mq63	3				sk723	mq63	2													100	100	100	-20	-20	-20												100						100					19	19	19		160	263	93	243	139	154	193							200	328	93	243	174	193	193							270	394	93	243	210	232	193																																																	Act 2 Elite B	Act 5 Champ A	Act 5 Unique A		Act 2 (N) Elite B	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 2 (H) Elite B	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms1253	1253	ms1253			QuovTsinUber	ms1050	mp315	mt4	ma53	mon_laz	2#  	Quov Tsin		1													1	1	4	9	9	1	90	115	120	mo153	mo153	14	3	2	1	80	80	80	100	100	100	15	15	15	95	95	95	20	20	20	20	20	20				5	5	5	30	30	30										1				1					1	1	1	1	1										sk836	A2	1	sk820	A2	40	sk836	A2	1	sk836	A2	1	sk470	A2	60										100	100	100	-20	-20	-20	75	75	75	75	75	1000	75	75	75	75	75	1000	75	75	75	75	75	1000					18	18	18		2000	2000	250	10000										2000	2000	250	10000										2000	2000	250	10000																																																				Baal	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Laz Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1254	1254	ms1254		1	Vengeances	ms1051	mp347	mt19	ma112		@1  	1.B9 MODIFIED AI		1													1	1		12	12		1	1	1	mo61	mo61	1	8	8	8				100	100	100	40	40	40	100	100	100																								1										1				1	1			1						sk1006	mq4	1																									-20	-20	-20	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250			1						5	5	1											5	5	1											5	5	1																																																																							0
ms1255	1255	ms1255			TurboDead	ms893	mp227	mt10	ma3		ZM  	Ureh		1													18	30		6	6	1	90	115	120	mo138	mo139	10	3	2	1	80	80	80	100	100	100	40	40	40				30	40	50																						1	1			1		1							1	1							1																										100	100	100	-20	-20	-20	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	50				3	3	3		220	265	70	150	420	440	800	420	440	800				220	265	70	150	430	470	800	430	470	800				260	282	70	150	440	500	800	440	500	800				A1	pois	100	25	150	150	100	45	170	150	100	65	190	150	A2	pois	100	25	150	150	100	45	170	150	100	65	190	150																																	0
ms1256	1256	ms1256		2	PeaceWarder	ms937	mp112	mt11	ma72	mon_elite	ZZ  			1													5	8		14	14	1	32	69	120	mo137	mo137	12	3	2	1	80	80	80	90	90	90	55	55	55	20	20	20	8	8	8	45	45	45																			1	1			1						1			1	1																																	100	100	100	-20	-20	-20		100						100						100									20	20	20		210	400	60	400	100	200	300	100	200	300				262	500	60	400	125	250	300	125	250	300				315	600	60	400	150	300	300	150	300	300																																														Act 3 Elite C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Elite C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) Elite C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1257	1257	ms1257		2	LivingFlame	ms938	mp113	mt34	ma25	mon_elite	WW  			1	1												4	7	36	21	21	1	33	70	120	mo134	mo134	12	3	2	1	80	80	80	15	15	15	95	95	95	40	40	40																									1	1			1		1			1				1	1									sk451	SC	4																						100	100	100	-20	-20	-20			100						100						100								21	21	21		250	450	150	400	93	186	300							312	562	150	400	116	233	300							375	675	150	400	140	280	300							A1	fire	100	1	150		100	1	225		100	1	300		SC	fire	100	1	2		100	1	2		100	1	2																Act 4 Elite A	Act 3 Champ C	Act 3 Unique C		Act 4 (N) Elite A	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 4 (H) Elite A	Act 3 (H) Champ C	Act 3 (H) Unique C						1	1	0
ms1258	1258	ms1258		1	Shrieker	ms939	mp114	mt38	ma29	mon_elite	BT  			1													5	7	36	15	15	1	29	65	120	mo14	mo14	12	3	2	1	80	80	80	50	50	50	10	10	10	90	90	90	100	100	100	14	14	14																			1	1			1				1	1	1			1	1																																	100	100	100	-20	-20	-20					100						100						100						27	27	27		220	400	160	350	140	193	300	140	193	300				275	500	160	350	175	241	300	175	241	300				330	600	160	350	210	290	300	210	290	300				A1	cold	100	1	150	50	100	1	225	75	100	1	300	100	A2	cold	100	1	150	50	100	1	225	75	100	1	300	100															Act 3 Elite C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Elite C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) Elite C	Act 3 (H) Champ C	Act 3 (H) Unique C						1	1	0
ms1259	1259	ms1259		3	DarkVizjerei	ms941	mp115	mt31	ma73	mon_elite	GY  			1	1												5	7	36	12	12	1	52	83	120	mo126	mo126	12	3	2	1	80	80	80	60	60	60	90	90	90	100	100	100	1	1	1	6	6	6	1	1	1	40	40	40													1				1		1	1			1			1	1		1							sk1096	SC	14	sk26	SC	5																			100	100	100	-20	-20	-20						100						100						100				1		15	33		240	420	120	420	146	200	200	146	200	200				300	525	120	420	183	250	200	183	250	200				360	630	120	420	220	300	200	220	300	200																																														Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1260	1260	ms1260			MindWarrior	ms942	mp117	mt49	ma28	mon_elite	UM  			1	1						ms1127				1	2	1	2	36	10	10	1	35	73	120	mo44	mo44	10	3	2	1	80	80	80				100	100	100	70	70	70	50	50	50	3	3	3																			1				1		1	1			1			1	1									sk1162	S1	4	sk1106	S1	14				sk1162	S1	5													100	100	100	-20	-20	-20				100						100						100							29	29	29		400	800	130	500	146	160	300	146	160	300	146	160	300	500	1000	130	500	183	200	300	183	200	300	183	200	300	600	1200	130	500	220	240	300	220	240	300	220	240	300																																											Act 4 Elite B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) Elite B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) Elite B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
ms1261	1261	ms1261			NiVa	ms1195	mp181	mt16	ma96	mon_elite	!4  	Elite	Ok	1	1												3	5		9	9	1	30	68	120	mo121	mo121	10	3	2	1	80	80	80	20	20	20	45	45	45																			ml2519									1				1						1			1	1							1																										100	100	100	-20	-20	-20		100						100						100									9	9	9		140	155	100	60	52	150	200	52	150	200	52	150	200	175	194	100	60	65	180	200	65	180	200	65	180	200	255	266	100	60	78	210	200	78	210	200	78	210	200																																											Act 3 Elite C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Elite C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) Elite C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1262	1262	ms1262		3	GrizzlyGiant	ms1092	mp23	mt17	ma7	mon_elite	@F  			1													2	4	36	8	8	1	36	76	120	mo90	mo90	10	3	2	1	80	80	80				2	2	2	100	100	100	50	50	50																						1	1			1				1		1			1	1						1																											100	100	100	-20	-20	-20						100						100						100					50	50	50		280	400	180	250	260	310	310	260	310	310				387	553	180	250	380	405	310	380	405	310				494	707	180	250	500	500	310	500	500	310																																														Act 5 Elite A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Elite A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Elite A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms1263	1263	ms1263		6	SteelCrusher	ms945	mp119	mt55	ma16	mon_elite	xx  			1													5	8	36	11	11	1	41	79	120	mo84	mo84	10	3	2	1	80	80	80	20	20	20	8	8	8	90	90	90	50	50	50	1	1	1																			1	1			1				1					1	1						1			sk177	mq68	1																						100	100	100	-20	-20	-20						100						100						100					50	50	50		300	600	180	380	153	180	310	153	180	310				375	750	180	380	191	225	310	191	225	310				450	900	180	380	230	270	310	230	270	310																																														Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1264	1264	ms1264		2	DarkHorizon	ms946	mp120	mt61	ma130	mon_elite	m5  			1													4	7	36	8	8	1	45	78	120	mo42	mo42	10	3	2	1	80	80	80	100	100	100	90	90	90	85	85	85	100	100	100																						1				1				1					1	1						1			sk1098	mq44	1																						100	100	100	-20	-20	-20					100						100						100						50	50	50		310	450	160	405	153	180	290							387	562	160	405	191	225	290							465	675	160	405	230	270	290							A1	stun	100			100	100			150	100			200																													Act 5 Elite B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Elite B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Elite B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms1265	1265	ms1265		2	DirgeZ	ms947	mp127	mt56	ma96	mon_elite	0C  			1	1												5	10	36	15	15	1	53	83	120	mo116	mo116	10	3	2	1	80	80	80	30	30	30	95	95	95																			ml1474									1				1				1	1	1			1	1									sk158	A1	1																						100	100	100	-20	-20	-20						100						100						100					46	46	46		220	290	130	410	103	140	160							275	362	130	410	129	175	160							330	435	130	410	155	210	160																																																	Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1266	1266	ms1266		2	VoidArchonZ	ms948	mp128	mt45	ma18	mon_elite	FR  			1													3	4	36	14	14	1	35	73	120	mo56	mo56	10	3	2	1	80	80	80	100	100	100	100	100	100	40	40	40	1	1	1	90	90	90																			1				1		1			1	1			1	1																																	100	100	100	-20	-20	-20		100						100						100									29	29	29		260	495	150	360	153	180	310							325	618	150	360	191	225	310							390	742	150	360	230	270	310																																																	Act 4 Elite B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) Elite B	Act 4 (N) Champ B	Act 4 (N) Unique B		Act 4 (H) Elite B	Act 4 (H) Champ B	Act 4 (H) Unique B								0
ms1267	1267	ms1267			CorruptorWarlock	ms950	mp23	mt9	ma64	mon_elite	SK  			1	1												5	8	36	11	11	1	33	70	120	mo108	mo108	10	3	2	1	80	80	80	100	100	100	20	20	20	30	30	30	15	15	15	100	100	100	15	15	15	20	20	20	1	1	1	ml1479									1				1		1				1			1	1									sk158	mq8	1																						100	100	100	-20	-20	-20						100						100						100					9	9	9		260	280	150	360										325	350	150	360										390	420	150	360										A1	pois	100	60	120	50	100	80	140	75	100	100	160	100																													Act 4 Elite A	Act 3 Champ C	Act 3 Unique C		Act 4 (N) Elite A	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 4 (H) Elite A	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1268	1268	ms1268			HighPriestess	ms1081	mp194	mt56	ma20	mon_elite	B#  			1													3	5	36	8	8	1	31	68	120	mo1	mo1	10	3	2	1	80	80	80	95	100	100	50	50	50	3	2	1	5	5	5	5	5	5																			1	1			1				1					1	1						1			sk859	A2	3																						100	100	100	-20	-20	-20		100						100						100									50	50	50		240	260	140	260	130	180	310	130	180	310				332	359	140	260	211	292	310	211	292	310				424	458	140	260	292	405	310	292	405	310																																														Act 3 Elite C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Elite C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) Elite C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1269	1269	ms1269			Darkfey2	ms1163	mp23	mt16	ma73	mon_elite	!2  	NEW MONSTER		1	1												3	4	36	10	10	1	47	78	120	mo69	mo69	10	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99													1				1						1			1	1									sk109	A1	20	sk324	A1	5																			100	100	100	-20	-20	-20						100						100						100					50	50	50		420	580	150	260	220	250	340	220	250	310				580	802	150	260	357	375	340	357	375	310				742	1024	150	260	495	500	340	495	500	310				A1	fire	100	20	40		100	40	60		100	60	80		A2	fire	100	80	120		100	80	120		100	120	160																Act 5 Elite B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Elite B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Elite B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms1270	1270	ms1270			Cruciator	ms955	mp124	mt23	ma14	mon_elite	SI  			1	1												6	9	36	8	8	1	29	66	120	mo94	mo94	10	3	2	1	80	80	80	55	55	55	100	100	100	7	7	7	1	1	1														ml1482								1				1									1	1																																	100	100	100	-20	-20	-20		100						100						100									3	3	3		280	305	155	360	106	133	160	106	133	160				350	381	155	360	173	206	160	173	206	160				420	457	155	360	240	280	160	240	280	160																																														Act 3 Elite C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Elite C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) Elite C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1271	1271	ms1271		2	Deathless	ms956	mp125	mt37	ma28	mon_elite	VA  			1													2	3	36	12	12	1	36	78	120	mo128	mo128	11	3	2	1	80	80	80	15	10	5	95	98	100	100	100	100	50	50	50	2	2	2																			1				1		1				1			1	1									sk723	mq63	6	sk724	mq63	5				sk723	mq63	6													100	100	100	-20	-20	-20						100						100						100					19	19	19		240	395	140	365	186	206	290							300	493	140	365	233	258	290							360	592	140	365	280	310	290																																																	Act 5 Elite A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Elite A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Elite A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms1272	1272	ms1272			Shroom	ms1064	mp189	mt2	ma24	mon_elite	2(  			1													3	5	36	8	8	1	33	70	120	mo44	mo44	10	3	2	1	80	80	80							90	90	90	25	25	25																						1				1				1		1			1	1									sk611	A2	12																						100	100	100	-20	-20	-20						100						100						100					19	19	19		220	400	120	105	100	140	400	100	140	400	100	140	200	275	500	120	105	125	175	400	125	175	400	125	175	300	330	600	120	105	151	212	400	151	212	400	151	212	400	A1	pois	100	20	40	50	100	40	60	75	100	60	80	100	A2	pois	100	20	40	50	100	40	60	75	100	60	80	100															Act 3 Elite B	Act 5 Champ B	Act 5 Unique B		Act 3 (N) Elite B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 3 (H) Elite B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms1273	1273	ms1273			Heretic	ms1066	mp23	mt4	ma96	mon_elite	!5  			1	1												6	8	36	11	11	1	38	74	120	mo63	mo63	10	3	2	1	80	80	80	20	20	20	45	45	45																			ml1748									1				1				1		1			1	1																																	100	100	100	-20	-20	-20				100						100						100							50	50	50		220	400	160	350	113	126	300	113	126	300	113	126	300	275	500	160	350	141	158	300	141	158	300	141	158	300	330	600	160	350	170	190	300	170	190	300	170	190	300																																											Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
ms1274	1274	ms1274		1	RazorfurTitan	ms961	mp132	mt17	ma7	mon_elite	YE  			1													5	8	36	9	9	1	8	48	120	mo24	mo24	10	3	2	1	80	80	80				5	5	5	90	90	90	50	50	50																						1	1			1						1			1	1							1																										100	100	100	-20	-20	-20		100						100						100									6	6	6		420	670	170	290	170	236	320	170	236	320				525	837	170	340	212	295	320	212	295	320				630	1005	170	390	255	355	320	255	355	320				A1	stun	100			50	100			100	100			150																													Act 4 Elite B	Act 4 Champ B	Act 4 Unique B		Act 4 (N) Elite B	Act 4 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Elite A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms1275	1275	ms1275			OnyxKnight	ms1055	mp23	mt60	ma24	mon_elite	0n  			1													4	6	36	9	9	1	31	69	120	mo44	mo44	10	3	2	1	80	80	80							90	95	100	5	8	10																						1	1			1				1					1	1									sk840	A1	15																						100	100	100	-20	-20	-20				100						100						100							50	50	50		300	420	180	350	146	160	380	146	160	380				375	525	180	350	183	200	380	183	200	380				450	630	180	350	220	240	380	220	240	380																																														Act 3 Elite A	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Elite A	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) Elite A	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1276	1276	ms1276			BlackIceDemon	ms963	mp133	mt59	ma70	mon_elite	f0  			1													4	7	36	13	13	1	44	78	120	mo61	mo61	10	3	2	1	80	80	80	90	90	90	95	95	95	50	50	50	25	25	25	10	10	10	3	3	3	60	60	60	5	5	5										1				1				1					1	1						1			sk443	A1	20																						100	100	100	-20	-20	-20				100						100						100							48	48	48		360	410	200	390	173	206	400							450	512	200	390	216	258	400							540	615	200	390	260	310	400							A1	ltng	100	40	120	50	100	60	140	100	100	80	160	150																													Act 5 Elite B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Elite B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Elite B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms1277	1277	ms1277		2	PhantasmZ	ms964	mp23	mt19	ma9	mon_elite	WR  			1													5	8	36	16	16	1	39	78	120	mo136	mo136	10	3	2	1	80	80	80	100	100	100	2	2	2	100	100	100																									1	1			1		1			1	1			1	1																																	100	100	100	-20	-20	-20			100						100						100								8	8	8		260	290	180	385	166	210	350							325	362	180	385	208	262	350							390	435	180	385	250	315	350																																																	Act 5 Elite A	Act 5 Champ A	Act 5 Unique A		Act 5 (N) Elite A	Act 5 (N) Champ A	Act 5 (N) Unique A		Act 5 (H) Elite A	Act 5 (H) Champ A	Act 5 (H) Unique A								0
ms1278	1278	ms1278		3	Buzzsaw	ms965	mp134	mt33	ma24	mon_elite	MO  			1													4	7	36	11	11	1	29	65	120	mo85	mo85	10	3	2	1	80	80	80							100	100	100	10	10	10																						1	1			1					1				1	1									sk347	A1	4																						100	100	100	-20	-20	-20						100						100						100					21	21	21		190	260	155	280	126	213	390							237	325	155	280	158	266	390							292	390	155	280	190	320	390																																																	Act 3 Elite C	Act 3 Champ C	Act 3 Unique C		Act 3 (N) Elite C	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 3 (H) Elite C	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1279	1279	ms1279		2	EdyremSpirit	ms935	mp135	mt4	ma73	mon_elite	0A  			1	1												4	7	36	8	8	1	50	81	120	mo2	mo2	11	3	2	1	80	80	80	40	40	40	95	95	95	98	98	98	1	1	1	60	60	60	1	1	1	95	95	95	60	60	60										1				1						1			1	1		1							sk926	A1	5	sk449	A1	18																			100	100	100	-20	-20	-20		100						100						100									19	19	19		360	420	190	260	126	140	400							562	750	170	425	158	175	400							765	1080	150	590	190	210	400																																																	Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1280	1280	ms1280		3	Thunderling	ms966	mp23	mt16	ma7	mon_elite	FA  			1							ms1151		1	1	9	12	10	14		16	16	1	41	79	120	mo50	mo50	10	3	2	1	80	80	80							100	100	100	50	50	50																						1	1			1				1		1			1	1							1																										100	100	100	-20	-20	-20				100						100						100							9	9	9		120	260	130	180	120	146	225	120	146	225				150	325	130	180	150	183	225	150	183	225				240	390	130	180	180	220	225	180	220	225				A1	ltng	100	40	120	50	100	60	140	100	100	80	160	150																													Act 5 Elite B	Act 5 Champ B	Act 5 Unique B		Act 5 (N) Elite B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 5 (H) Elite B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms1281	1281	ms1281		3	Creepshow2	ms1160	mp23	mt2	ma20	mon_elite	#5  	NEW MONSTER		1													3	5	36	8	8	1	33	70	120	mo31	mo31	10	3	2	1	80	80	80	95	100	100	50	50	50	3	2	1	20	20	20	15	15	15																			1	1			1				1					1	1						1			sk478	A2	5																						100	100	100	-20	-20	-20						100						100						100					50	50	50		240	260	140	260	130	180	310	130	180	310				332	359	140	260	211	292	310	211	292	310				424	458	140	260	292	405	310	292	405	310																																														Act 4 Elite A	Act 3 Champ C	Act 3 Unique C		Act 4 (N) Elite A	Act 3 (N) Champ C	Act 3 (N) Unique C		Act 4 (H) Elite A	Act 3 (H) Champ C	Act 3 (H) Unique C								0
ms1282	1282	ms1282			Sequoia	ms1079	mp195	mt36	ma7	mon_elite	!8  			1													3	5	36	8	8	1	29	75	120	mo122	mo122	10	3	2	1	80	80	80				2	2	2	95	100	100	50	50	50																						1	1			1									1	1						1																											100	100	100	-20	-20	-20				100						100						100							50	50	50		560	800	150	200	140	160	350	140	160	350				774	1106	150	200	227	260	350	227	260	350				988	1414	150	200	315	360	350	315	360	350																																														Act 3 Elite B	Act 5 Champ B	Act 5 Unique B		Act 3 (N) Elite B	Act 5 (N) Champ B	Act 5 (N) Unique B		Act 3 (H) Elite B	Act 5 (H) Champ B	Act 5 (H) Unique B								0
ms1283	1283	ms1283			CoreLord	ms969	mp136	mt50	ma89	mon_elite	HP  			1													2	2	36	12	12	1	48	81	120	mo35	mo35	11	3	2	1	80	80	80	65	75	85	45	45	45	100	100	100	75	75	75	10	10	10	50	50	50																1				1				1		1			1	1									sk1164	S1	3																						100	100	100	-20	-20	-20				100						100						100							25	25	25		120	480	140	330	120	203	360							150	600	140	330	150	254	360							240	720	140	330	180	305	360							A1	ltng	100	1	150		100	1	225		100	1	300																														Act 5 Elite C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Elite C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Elite C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1284	1284	ms1284			CrystalWitch	ms1080	mp194	mt56	ma30	mon_slow	B#  			1													3	4		6	6	1	9	48	120	mo1	mo1	10	3	2	1	80	80	80	100	100	100	4	3	2	4	4	4	25	25	25																						1	1			1				1					1	1						1																											100	100	100	-20	-20	-20								100						100									50	50	50		80	100	90	110	100	120	200	100	120	200				80	100	90	110	125	150	200	125	150	200				190	200	90	110	150	180	200	150	180	200																																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
