skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	ListPool	* Laz / counter	IconCel	str name	str short	str long	str alt	str mana	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	eol
sd445	3	1	1	3		1.E9 NEW SKILL	74	SkillnameMoral	SkillsdMoral	SkillsdMoral	SkillnameMoral																		1					2	DescHitRecImmortal	StrSkill23	dm12																											3	DescTrackAvoid	DescStopAvoid	10+blvl		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	SksynSelf	SkillnameMoral	4		63	DescSelf	DescMinAvoidLvlC	1		18	DescSelfSynergy				18	DescBlank				18	DescImmortalCrammed														0
sd446	3	1	1	3		new skill	74	SkillnameBerry	SkillsdBerry	SkillsdBerry	SkillnameBerry	StrSkill3																	1					2	DescBlank	DescLifePerBerry	100*ln12		18	DescWhenEatBerry																			12	DescRegenAll		750		18	DescBerryR				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescATCHeeeeelp				18	DescToUnlock				18	DescATCLocked				18	DescLevel90				18	DescReferToSite														0
sd447	3	1	1	3		new skill	52	SkillnameBlackMass	SkillsdBlackMass	SkillsdBlackMass	SkillnameBlackMass																		1					2	StrSkill70	StrSkill23	ln34		18	DescIASBlackMass				7	DescLifeOnHitPwn6		edmx												3	DescTrackAvoid	StrSkill23	min(par1+blvl*par2,35)		19	DescPrayerRange		30		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	SksynSelf	SkillnameBlackMass	4		63	DescSelf	DescMinAvoidLvlC	1		18	DescBlackMassMin				18	DescSelfSynergy				18	DescBlank				18	DescImmortalCrammed									0
sd448	3	1	1	3		new skill	62	SkillnameDivApparition	SkillsdDivApparition	SkillsdDivApparition	SkillanDivA	StrSkill3																	1					19	StrSkill18		ln78																						12	StrSkill20		(ln12*(100+stat('is409'.accr)))/100		12	DescDelayZ		75		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescATCHeeeeelp				18	DescToUnlock				18	DescATCLocked				18	DescLevel90				18	DescReferToSite														0
sd449	3	1	1	3		lc2	92	SkillnameSNATZ	SkillsdSNATZ	SkillsdSNATZ	SkillnameSNATZ																		1					7	DescSuperHealedN		ln12		18	DescWhenEatWitch																								18	DescWitchCube				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescATCHeeeeelp				18	DescToUnlock				18	DescATCLocked				18	DescLevel90				18	DescReferToSite														0
sd450	3	5	1	3			52	SkillnamePoizond	SkillsdPoizond	SkillsdPoizond	SkillnamePoizond																		1					12	DescOver		edln		35	DescPDtoWPN		(edmn*edln)/256	(edmx*edln)/256																										73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescMultiplier				18	DescUberHeeeeelp				18	DescUberWarning																													0
sd451	3	5	2	3			54	SkillnameParagon	SkillsdParagon	SkillsdParagon	SkillnameParagon																		1					2	DescParaBonus	DescBlank	((220*lvl)*(par2-par1))/(100*(lvl+50))+par1																																73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescReequip				18	DescUberHeeeeelp				18	DescUberWarning																													0
sd452	3	5	3	3			56	SkillnameSOVeng	SkillsdSOVeng	SkillsdSOVeng	SkillanSOVRZ	StrSkill3																	1					2	DescMFPHLol	StrSkill23	20+5*lvl																																18	SuperVengeanceAura				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescUberHeeeeelp				18	DescUberWarning																													0
sd453	3	5	1	3			60	SkillnameBeacon	SkillsdBeacon	SkillsdBeacon	SkillnameBeacon	StrSkill3													1				1					12	DescNukeBuffDur		(ln56*(100+stat('is409'.accr)))/100		2	DescWhenActVel	StrSkill23	ln12																	19	DescDelayNukeAttempts		par8		12	DescNukeDelay		par4		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	Sksyn	SkillnameBeacon	4		65	strchrenghard	DescPhysSyn			65	strchrenghard	DescFireSyn			65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)		18	DescBUberHeeelp				18	DescUberWarning				0
sd454	3	5	2	3			54	SkillnameGryphonsWay	SkillsdGryphonsWay	SkillsdGryphonsWay	SkillnameGryphonsWay																		1					35	DescLDtoWPN		(edmn*(100+max((ulvl-90)*2,0)))/100	(edmx*(100+max((ulvl-90)*2,0)))/100	2	DescLtngSD	StrSkill23	((220*lvl)*(par2-par1))/(100*(lvl+50))+par1																											73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescMultiplier				40	SksynSelf	SkillnameGryphonsWay	4		63	DescSelf	DescLDtoWPNsyn	par5		18	DescSelfSynergy				18	DescBlank				18	DescUberHeeeeelp				18	DescUberWarning									0
sd455	3	5	3	3			68	SkillnameCryo2B	SkillsdCryo2B	SkillsdCryo2B	SkillnameCryo2B	StrSkill3	5																1					12	StrSkill20		(ln78*(100+stat('is409'.accr)))/100		3	DescPhaseBeep	StrSkill23	-1*min(ln34,50)							10										18	DescCryoWarning				3	DescPhaseResPena	StrSkill23	-50		18	DescManyMoreHits				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	Sksyn	SkillnameCryoBomb	4		65	strchrenghard	DescMagSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)		18	DescMegaHeeelp																			0
sd456	3	5	1	3			76	SkillnameNephalemWpns	SkillsdNephalemWpns	SkillsdNephalemWpns	SkillanNephalemWpns	StrSkill3																	1					12	StrSkill20		(ln78*(100+stat('is409'.accr)))/100		38	DescCurrentNeph1	DescCurrentNeph2	(lvl*((stat('is0'.base)/par1+stat('is1'.base)/par2)+stat('is3'.base)/par3))/2	lvl*((stat('is0'.base)/par1+stat('is1'.base)/par2)+stat('is3'.base)/par3)	38	DescKrak	DescNephalemVit	(100*lvl)/(par3*2)	(100*lvl)/par3	38	DescKrak	DescNephalemEnr	(100*lvl)/(par2*2)	(100*lvl)/par2	38	DescKrak	DescNephalemStr	(100*lvl)/(par1*2)	(100*lvl)/par1	12	DescDelayZ		125		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescMultiplier				18	DescUberHeeeeelp				18	DescUberWarning									18	DescBlank																			0
sd457	3	5	2	3			54	SkillnameRMBar	SkillsdRMBar	SkillsdRMBar	SkillnameRMBar																		1					2	DescRMBonus	StrSkill23	(((220*lvl)*(par2-par1))/(100*(lvl+50))+par1*(blvl/2))+par1																																73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescReequip				40	Sksyn	SkillnameRMBar	4		65	DescSelf	DescRuneMasterHazEpicBuff			18	DescSelfSynergy				18	DescBlank				18	DescUberHeeeeelp				18	DescUberWarning									0
sd458	3	5	3	3			56	SkillnameShamansTrance	SkillsdShamans2Trance	SkillsdShamans2Trance	SkillanShamansTrance	StrSkill3																	1					12	StrSkill20		(ln12*(100+stat('is409'.accr)))/100		2	StrSkill88	StrSkill23	ln78																	4	DescAncSpi		2+blvl		2	DescShamans2Syn	DescShamans3Syn	par3+blvl*par4		18	DescBlankExptraSp				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	Sksyn	SkillnameShamansTrance	4		63	DescSpiritTreeWoot	DescShamans4Syn	par4		18	DescBlank				40	SksynSelf	SkillnameShamansTrance	4		67	DescSelf	DescMoreAncSyn	1		18	DescSelfSynergy				18	DescUberCrammed2				0
sd459	3	5	1	3			62	SkillnameUseTheForce	SkillsdUseTheForce	SkillsdUseTheForce	SkillnameUseTheForce																							2	DescMayThe	DescForceWithYa	15000/dm12		2	DescStrFB	DescBlank	dm12		2	DescFCLDmg	DescTrin	edmx																											73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	SksynSelf	SkillnameUseTheForce	4		63	DescSelf	DescAllDtoWPN	par5		18	DescSelfSynergy				18	DescBlank				18	DescUberHeeeeelp				18	DescUberWarning									0
sd460	3	5	2	3			54	SkillnameForceofNature	SkillsdForceofNature	SkillsdForceofNature	SkillanFoNa	StrSkill3	5												1				1					12	DescSparkDur		25		12	StrSkill20		(ln56*(100+stat('is409'.accr)))/100		3	DescTrackAvoid	StrSkill23	((220*lvl)*(par8-par7))/(100*(lvl+50))+par7												73	WeapDamsk		3	4	18	DescTrailHits				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescUberHeeeeelp				18	DescUberWarning																													0
sd461	3	5	3	3			56	SkillnameTrembleInFear	SkillsdTrembleInFear	SkillsdTrembleInFear	SkillnameTrembleInFear	StrSkill3	5																1					19	StrSkill18		ln56		3	StrSkill39	DescTremorHP	((220*lvl)*(par8-par7))/(100*(lvl+50))+par7																																73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescUberHeeeeelp				18	DescUberWarning																													0
sd462	3	5	1	3			96	SkillnameJinn	SkillsdJinn	SkillsdJinn	SkillanJinn	StrSkill3																	1					35	DescSummonDmgFire		(min(edmn,5000)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	(min(edmx,5000)*(100+(stat('is470'.accr)*(100-stat('is379'.accr)))/100))/100	3	DescPainless	DescHitPointz	((1+pst1/256)*(100+clc1))/100		5	DescJinnsNr		min(2+lvl/3,5)+stat('is441'.accr)												2	DescHellReduce	DescBlank	blvl		3	DescRetardQQ1	StrSkill23	par5+(blvl-1)*par6		18	DescHellfire208				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	SksynSelf	SkillnameJinn	4		63	DescSelfCovenant	DescRetardQQ2	par6		63	DescSelfCovenant	DescHellfireFireSyn	1		18	DescSelfSynergy				18	DescBlank				18	DescUberHeeeeelp				18	DescUberWarning				0
sd463	3	5	2	3			54	SkillnameRathmaRulez	SkillsdRathmaRulez	SkillsdRathmaRulez	SkillanRathmaRulez	StrSkill3																	1					12	DescDelayZ		max(par8-(lvl-1)*15,par8-125)																						12	StrSkill20		(par3*(100+stat('is409'.accr)))/100		35	DescRathmaFC		(par4+(blvl-1)*par5)/2	par4+(blvl-1)*par5	18	DescRathmaImmun				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	SksynSelf	SkillnameRathmaRulez	4		65	DescSelf	DescMinRCMag			18	DescSelfSynergy				18	DescBlank				18	DescUberHeeeeelp				18	DescUberWarning									0
sd464	3	5	3	3			66	SkillnameLifeShield	SkillsdLifeShield	SkillsdLifeShield	SkillnameLifeShield																		1					3	DescACBonus	StrSkill23	ln12																											3	DescTrackAvoid	StrSkill23	par3+blvl*par4		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	SksynSelf	SkillnameLifeShield	4		63	DescSelf	DescAvoidanceSynergy	par4		18	DescSelfSynergy				18	DescBlank				18	DescUberHeeeeelp				18	DescUberWarning									0
sd465	3	5	3	3			52	SkillnameWouldYouKindly	SkillsdWouldYouKindly	SkillsdWouldYouKindly	SkillnameWouldYouKindly	StrSkill3																	1					18	DescZombieDur				2	DescPainless	StrSkill23	ln78+(stat('is444'.accr)*(100-stat('is379'.accr)))/100		2	DescDmgMPH	StrSkill23	ln12		2	StrSkill75	StrSkill23	ln12		2	StrSkill4	StrSkill23	ln12+(stat('is470'.accr)*(100-stat('is379'.accr)))/100							3	DescLifeDrained	DescPctOfMaxLife	10		18	DescBlankMaxRev				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescUberHeeeeelp				18	DescUberWarning																													0
sd466	3	5	2	3			68	SkillnameDragonform	SkillsdDragonform	SkillsdDragonform	SkillnameDragonform	StrSkill3																	1					2	DescAllKings	StrSkill23	clc1																						12	StrSkill20		par7		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescThisIsHoly				18	DescUberHeeeeelp				18	DescUberWarning																													0
sd467	3	5	1	3		1.B9 DESCSTRING	54	SkillnameRob	SkillsdRob	SkillsdRob	SkillnameRob	StrSkill3																	1					2	DescDmgMPH	StrSkill23	((440*lvl)*(par6-par5))/(100*(lvl+50))+par5		2	StrSkill75	StrSkill23	((440*lvl)*(par6-par5))/(100*(lvl+50))+par5																	12	StrSkill20		par7		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescThisIsUnholy				18	DescUberHeeeeelp				18	DescUberWarning																													0
sd468	3	5	1	3		1.B9 DURATION SOFT PTS SLOW HARD PTS	12	SkillnameChronofield	SkillsdSlow	SkillsdSlow	SkillnameChronofield	StrSkill3																	1					12	DescSlowSlowSlow		125+10*(lvl-1)		2	DescStopCheesingUldyssian	StrSkill23	-1*min(((220*lvl)*(par8-par7))/(100*(lvl+50))+par7,75)																																73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescUberHeeeeelp				18	DescUberWarning																													0
sd469	3	5	2	3		1.B9 NOW LIFE / CHANGED DESC	26	SkillnameWyccBlood	SkillsdPerfectIs	SkillsdPerfectIs	SkillnameWyccBlood																		1					2	DescSpDmLife	StrSkill23	5*lvl																											2	DescBlank	DescLifeHealK	15+blvl*5		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	SksynSelf	SkillnameWyccBlood	4		65	DescSelf	DescWitch2Syn			18	DescSelfSynergy				18	DescBlank				18	DescUberHeeeeelp				18	DescUberWarning									0
sd470	3	5	3	3		1.B9 NEW SKILL	114	SkillnameDBlade	SkillsdDBlade	SkillsdDBlade	SkillnameDBlade	StrSkill3																	1					12	StrSkill20		((par1+(lvl-1)*250)*(100+stat('is409'.accr)))/100		2	StrSkill70	StrSkill23	13+2*lvl		3	DescACBonus	StrSkill23	((220*lvl)*(par4-par3))/(100*(lvl+50))+par3												2	DescBlank	DescLifeOnHitPwn6	par5+(blvl-1)*par6		2	StrSkill4	StrSkill23	par7+(blvl-1)*par8	4	18	DescBlankBaneblade3				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	SksynSelf	SkillnameDBlade	4		63	DescSelf	Damplev	par8		67	DescSelf	DescBaneSynergy	par6		18	DescSelfSynergy				18	DescBlank				18	DescUberHeeeeelp				18	DescUberWarning				0
sd471						new skill		SkillnameCautious	SkillsdCautious	SkillsdCautious	SkillnameCautious	StrSkill3	7	clc1											1				1					12	StrSkill20		(dm78*(100+stat('is409'.accr)))/100		2	DescDamageReduc	StrSkill23	dm12		3	DescACBonus	StrSkill23	ln34		2	StrSkill4	StrSkill23	ln56																						18	DescItemSkill																																							0
sd472								SkillnameFireStar	SkillsdFireStar	SkillsdFireStar	SkillnameFireStar	StrSkill3	5																1					10																																								18	DescItemSkill				40	Sksyn	SkillnameFireStar	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)		18	DescBlank				18	DescContest									18	DescContest2				0
sd473								SkillnamePhalanx	SkillsdPhalanx	SkillsdPhalanx	SkillnamePhalanx	StrSkill3	5												1				1					12	StrSkill20		125+15*(lvl-1)		7	StrSkill9		(125+(lvl-1)*15)/3+1		66	Convphy2elemalt		((110*lvl)*100)/(100*(lvl+40))												12	DescDelayZ		50		73	WeapDamsk		3	2	18	DescBlank				18	DescItemSkill																																							0
sd474								SkillnameGuidedChain	SkillsdGuidedChain	SkillsdGuidedChain	SkillnameGuidedChain	StrSkill3	5												1				1					19	DescTargetComp		ln12																						73	WeapDamsk		1	3	18	DescMultiHits				18	DescBlank				18	DescItemSkill																																							0
sd475								SkillnameSilverstreak	SkillsdSilverstreak	SkillsdSilverstreak	SkillnameSilverstreak	StrSkill3	5												1				1					19	DescRangeComp		4+(lvl-1)*1							3	StrSkill72	DescShatterStreak	clc1		66	Convphy2elemalt		((110*lvl)*100)/(100*(lvl+40))							18	DescBetaPierce				73	WeapDamsk		3	2	18	DescBlank				18	DescItemSkill																																							0
sd476								SkillnameBurnInHellz	SkillsdBurnInHellz	SkillsdBurnInHellz	SkillnameBurnInHellz	StrSkill3	5												1				1					12	StrSkill20		edln		18	Desc5PS				10																														18	DescItemSkill				40	Sksyn	SkillnameBurnInHellz	4		65	strchrenghard	DescMagSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd477								SkillnameZomgVolcano	SkillsdZomgVolcano	SkillsdZomgVolcano	SkillanZomgVolcano	StrSkill3	5																1					12	StrSkill20		250		10																									12	DescDelayZ		750		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameZomgVolcano	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd478								SkillnameScatterShot	SkillsdScatterShot	SkillsdScatterShot	SkillnameScatterShot	StrSkill3	5												1				1					19	StrSkill56		((4+(lvl-1)*1)*3)/2																						18	DescScattered				73	WeapDamsk		3	4	18	DescBlank				18	DescItemSkill																																							0
sd479								SkillnameOverpower	SkillsdOverpower	SkillsdOverpower	SkillnameOverpower	StrSkill3	5												1				1					3	DescHits	DescTimes	(25+lvl*5)/5+1																						18	DescWhenNotStruck				73	WeapDamsk		1	2	18	DescBlank				18	DescItemSkill																																							0
sd480	3	1	3	3		1.B9 REDUCED DMG FREQ / +DMG	58	SkillnameWaspSting	SkillsdWaspSting	SkillsdWaspSting	SkillnameWaspSting	StrSkill3	5												1				1					12	StrSkill20		(ln56*(100+stat('is409'.accr)))/100																						12	DescDmgDelay		50		3	DescCBlow	StrSkill23	par7+(blvl-1)*par8		18	DescBlankWar32				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	SksynSelf	SkillnameWaspSting	4		63	DescSelf	DescCBLvl	par8		18	DescSelfSynergy				18	DescBlank				18	DescLCHeeeeelp				18	DescStuffed									0
sd481	3	1	3	3		new skill	24	SkillnameMindWave	SkillsdMindWave	SkillsdMindWave	SkillnameMindWave	StrSkill3																	1																														12	DurationOfFlee		(ln56*(100+stat('is409'.accr)))/100		12	DescDelayZ		max(400-blvl*25,5)		18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	40	SksynSelf	SkillnameMindWave	4		65	DescSelf	DescPsyScreamDuration			18	DescSelfSynergy				18	DescBlank				18	DescLCHeeeeelp				18	DescStuffed									0
sd482	3	1	3	3		lc2	60	SkillnameMeBeWotan	SkillsdMeBeWotan	SkillsdMeBeWotan	SkillnameMeBeWotan	StrSkill3	5												1				1					12	StrSkill20		(ln56*(100+stat('is409'.accr)))/100		12	DescStunDur		ln12		11					10					9										18	DescWotanSaysHi				18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescLCHeeeeelp				18	DescToUnlock				18	DescLCLocked				18	DescLevel30				18	DescReferToSite														0
sd483	3	1	3	3		new skill	76	SkillnameShieldLife	SkillsdShieldLife	SkillsdShieldLife	SkillnameShieldLife																		1					3	DescACBonus	StrSkill23	ln12		18	DescWhenEatBerry																																		73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-90)/6,15),2)+stat('is479'.accr)	18	DescLCHeeeeelp				18	DescToUnlock				18	DescLCLocked				18	DescLevel30				18	DescReferToSite														0
