skill	Id	charclass	skilldesc	* Laz / status	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	*Manaat30	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk697	697		sd509	Nightmare Curse		30																3		st238	(par3*(100+stat('is409'.accr)))/100	ln56	is67	-1*min(((220*lvl)*(par8-par7))/(100*(lvl+50))+par7,75)	is448	1																																																so2464	so0			so0	so0	so0		so0		so0	ol311																					1	3		none												SC	SC	xx																	1						so2464			1	99								1												7	48	8	140	1																	8	attack % penalty min	75	attack % penalty max	750	duration			5	radius	1	radius per level	18	speed % penalty min	80	speed % penalty max	1								8																																					
sk698	698		sd510			25																	st209		(par7*(100+stat('is409'.accr)))/100		is25	((220*lvl)*(par2-par1))/(100*(lvl+50))+par1	is329	stat('is378'.accr)	is330	stat('is378'.accr)	is331	stat('is378'.accr)	is332	stat('is378'.accr)																																										so476	so0			so0	so0	so0		so0		so0	ol319																					1	4		none												SC	SC	xx												1	1				1			1			so476			1	99								1				250								7	64	16	264	1																	2	dmg % bonus min	323	dmg % bonus max									75	duration			1								8																																					
sk699	699		sd546												ml1109																																																															so2399	so0			so0	so0	so0		so0		so0	ol30								ml1109													1	2		none												SC	SC	xx																	1						so2399			1	99													1							7	60	10	175	1																																	1								4															fire	80	8	4	4	4	4	240	24	12	12	12	12	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk700	700																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											330																			freeze duration		freeze duration per level		radius		radius per level																																																						
sk701	701		sd511			8									ml816			ml815																																																												so0	so1728			so0	so0	so0		so0		so0					17				ml816	ml815	ml815											1	1		none												SC	SC	xx																	1						so0			1	99													1							7	84	14	245	1										1	number of missiles	4	activation frame																				1								4															cold	160	16	8	8	8	8	320	32	16	16	16	16	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	125				stat('is409'.accr)				
sk702	702		sd512			22												ml870	ml870	ml870																																																										so2397	so0			so0	so0	so0		so0		so0	ol409				25					ml870												1	6		none												SC	A1	xx																	36	10					so2397			1	99												par4	1							7	448	56	1036	1																	9	?	3	?			125	timer base									1								4															cold	240	24	12	12	12	12	320	32	16	16	16	16	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	50				stat('is409'.accr)				
sk703	703		sd513												ml856																																																															so2397	so0			so0	so0	so0		so0		so0	ol33								ml856													1	2		none												SC	SC	xx																	1						so2397			1	99													1							7	100	10	195	1										dm12	number of missiles						2	missiles min	6	missiles max													1								4															cold	80	8	4	4	4	4	160	16	8	8	8	8	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	75				stat('is409'.accr)				
sk704	704		sd514												ml918							42371				30																																																				so2398	so0			so0	so0	so0		so0		so0	ol34								ml918													1	6		none												SC	SC	xx																	1						so2398			1	99													1							7	144	36	594	1										min(ln56,par7)	number of targets						10	?	20	?	4	?			2	targets	1	targets per level	4	targets max			1								4															ltng	16						96	32	32	32	32	32	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk705	705		sd515			28												ml774	ml774	ml774																																																										so2380	so0			so0	so0	so0		so0		so0	ol34				28					ml774												1	4		none												SC	SC	xx					4				1								1						so2380			1	99																				7	304	38	703	1																																	1								4															ltng	16						320	32	16	16	16	16	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk706	706		sd516												ml930																																																															so3260	so0			so0	so0	so0		so0		so0									ml930													1	2		none												SC	SC	xx																	1						so3260			1	99												280-dm12	1							7	8	4	62	1																		timer loss min	200	timer loss max													1	750							8		100	2	2	2	2	2	150	2	2	2	2	2	min((stat('is9'.accr)-stat('is8'.accr))/256,25000)-100	mana	50						100															
sk707	707		sd657												ml1138																																																															so0	so0			so0	so0	so0		so0		so0									ml1138													1	2		none												SC	SC	xx																	1						so0			1	99													1										0	1																																	1																																													
sk708	708		sd352												ml1009							42371				ln78																																																				so0	so0			so0	so0	so0		so0		so0									ml1009													1	2		none												SC	SC	xx																	1						so0			1	99													1										0	1										1																			15	target seek range	1	target seek range per level	1																																													
sk709	709																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											0																			dmg % per skill level				defense %		defense % per level		attack rating min		attack rating max		howl		howl per level																																														
sk710	710		sd260												ml1329																																																															so2368	so0			so0	so0	so0		so0		so0									ml1224													1	2		none												SC	SC	xx																	1						so2368			1	99													1										0	1																																	1								4		260	52	26	26	26	26	300	60	30	30	30	30	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+stat('is377'.accr)))/10000-100																							
sk711	711		sd519		17	63												ml794								ln34																																																			1	so2457	so0			so0	so0	so0		so2458		so0				21	33					ml794	ml794	ml151										1			rng		jave										SC	SC	xx								1		1	1						1			3		1	so2457			1	99																				7	32	8	132	1																																	1								8	64																																				
sk712	712		sd629			51																33667				6+skill('sk0'.lvl)																																																				so2346	so0			so0	so0	so0		so0		so0				18	30					ml181		ml1107										1			rng												SC	SC	xx					4												1						so2346			1	99								1					1							7	16	8	124	1																		stun min		stun per level	250	duration	1	duration random	100	always convert	100	always convert max		timer loss min	200	timer loss max	1				9				8																																		11			
sk713	713		sd520												ml1463																																																															so2398	so0			so0	so0	so0		so0		so0	ol332								ml1463													1	2		none												SC	SC	xx																	1						so2398	ol332		1	99																				7	48	24	372	1																																	1								4															mag	48	48	24	24	24	24	64	64	32	32	32	32	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk714	714														ml1466																																																															so2368	so0			so0	so0	so0		so0		so0	ol337								ml1466													1	2		none												SC	SC	xx																	1						so2368	ol337		1	99													1										0	1																																	1								8																																					
sk715	715														ml2866																																																															so2464	so0			so0	so0	so0		so0		so0	ol30								ml2866														2		none												SC	SC	xx																	1						so2464			1	99								1					1							7	264		0	1								1																									1								8																																					
sk716	716														ml2867																																																															so2464	so0			so0	so0	so0		so0		so0	ol30								ml2867														2		none												SC	SC	xx																	1						so2464			1	99								1					1							7	264		0	1								1																									1								8																																					
sk717	717														ml2868																																																															so2464	so0			so0	so0	so0		so0		so0	ol30								ml2868														2		none												SC	SC	xx																	1						so2464			1	99								1					1							7	264		0	1								1			number of targets																			levels per extra missile			1								8																																					
sk718	718														ml2869																																																															so2464	so0			so0	so0	so0		so0		so0	ol30								ml2869														2		none												SC	SC	xx																	1						so2464			1	99								1					1							7	264		0	1								1			number of missiles		activation frame																				1								8																																					
sk719	719														ml2894																																																															so2464	so0			so0	so0	so0		so0		so0	ol30								ml2894														2		none												SC	SC	xx																	1						so2464			1	99								1					1							7	264		0	1								1			number of targets																			levels per extra missile			1								8																																					
sk720	720					17												ml1460	ml1460	ml1460																																																										so2472	so1678			so0	so0	so0		so0		so0					23					ml1460												1			none												SC	SC	xx																	1						so2472			1	99													1										0	1										40	# bolts																						1																							pois	20	4	2	2	2	2	80	16	8	8	8	8	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+par4*skill('sk467'.blvl)))/10000-100	15				stat('is431'.accr)				
sk721	721														ml1481																																																															so2368	so0			so0	so0	so0		so0		so0									ml1481													1	2		none												SC	SC	xx																	1						so2368			1	99													1										0	1																																	1								8																																					
sk722	722					8												ml794																																																												so0	so0			so0	so0	so0		so0		so0					17					ml794	ml794											1	1		none												SC	SC	xx																	1						so0			1	99													1										0	1										1	number of missiles	0	activation frame																				1								4	64																																				
sk723	723					28												ml1106	ml1106	ml1106																																																										so2399	so0			so0	so0	so0		so0		so0	ol30				28					ml1106												1	1		none												SC	SC	xx																	1						so2399			1	99													1										0	1																							1	synergy	6	bolts	5	levels per bolt					1								4		168	28	14	14	14	14	192	32	16	16	16	16	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+stat('is377'.accr)))/10000-100	fire	168	28	14	14	14	14	192	32	16	16	16	16	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
