Name	Rune Name	complete	* Laz / status	* Laz / level	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Checkmate	Checkmate	1		1		helm	shld								AuheAuhe	r55	r55					pr5		301	350	pr16		-1	-1	pr220		50	50	pr140		25	75	pr7		31	40	pr197	sk687	2	20	pr197	sk600	2	20	0
Checkmate	Checkmate	1		1		helm	shld								AuheAuhe	jew	r55	r55				pr5		301	350	pr16		-1	-1	pr220		50	50	pr140		25	75	pr7		31	40	pr197	sk687	2	20	pr197	sk600	2	20	0
Checkmate	Checkmate	1		1		helm	shld								AuheAuhe	jew	jew	r55	r55			pr5		301	350	pr16		-1	-1	pr220		50	50	pr140		25	75	pr7		31	40	pr197	sk687	2	20	pr197	sk600	2	20	0
Checkmate	Checkmate	1		1		helm	shld								AuheAuhe	jew	jew	jew	r55	r55		pr5		301	350	pr16		-1	-1	pr220		50	50	pr140		25	75	pr7		31	40	pr197	sk687	2	20	pr197	sk600	2	20	0
Checkmate	Checkmate	1		1		helm	shld								AuheAuhe	jew	jew	jew	jew	r55	r55	pr5		301	350	pr16		-1	-1	pr220		50	50	pr140		25	75	pr7		31	40	pr197	sk687	2	20	pr197	sk600	2	20	0
Kodiak	Kodiak	1		120		taxe									Auhe	r55						pr29		251	300	pr140		100	300	pr71		2	2	pr0		500	500	pr99		350	350	pr373		151	200	pr108		11	15	0
Kodiak	Kodiak	1		120		taxe									Auhe	jew	r55					pr29		251	300	pr140		100	300	pr71		2	2	pr0		500	500	pr99		350	350	pr373		151	200	pr108		11	15	0
Kodiak	Kodiak	1		120		taxe									Auhe	jew	jew	r55				pr29		251	300	pr140		100	300	pr71		2	2	pr0		500	500	pr99		350	350	pr373		151	200	pr108		11	15	0
Kodiak	Kodiak	1		120		taxe									Auhe	jew	jew	jew	r55			pr29		251	300	pr140		100	300	pr71		2	2	pr0		500	500	pr99		350	350	pr373		151	200	pr108		11	15	0
Kodiak	Kodiak	1		120		taxe									Auhe	jew	jew	jew	jew	r55		pr29		251	300	pr140		100	300	pr71		2	2	pr0		500	500	pr99		350	350	pr373		151	200	pr108		11	15	0
Kodiak	Kodiak	1		120		taxe									Auhe	jew	jew	jew	jew	jew	r55	pr29		251	300	pr140		100	300	pr71		2	2	pr0		500	500	pr99		350	350	pr373		151	200	pr108		11	15	0
Tonatiuh	Tonatiuh	1		120		basd									Auhe	r55						pr5		201	250	pr204	sk881	6	12	pr73		5	5	pr134		500	3500	pr126	sk451	20	36	pr71		2	2	pr171		31	50	0
Tonatiuh	Tonatiuh	1		120		basd									Auhe	jew	r55					pr5		201	250	pr204	sk881	6	12	pr73		5	5	pr134		500	3500	pr126	sk451	20	36	pr71		2	2	pr171		31	50	0
Tonatiuh	Tonatiuh	1		120		basd									Auhe	jew	jew	r55				pr5		201	250	pr204	sk881	6	12	pr73		5	5	pr134		500	3500	pr126	sk451	20	36	pr71		2	2	pr171		31	50	0
Tonatiuh	Tonatiuh	1		120		basd									Auhe	jew	jew	jew	r55			pr5		201	250	pr204	sk881	6	12	pr73		5	5	pr134		500	3500	pr126	sk451	20	36	pr71		2	2	pr171		31	50	0
Tonatiuh	Tonatiuh	1		120		basd									Auhe	jew	jew	jew	jew	r55		pr5		201	250	pr204	sk881	6	12	pr73		5	5	pr134		500	3500	pr126	sk451	20	36	pr71		2	2	pr171		31	50	0
Tonatiuh	Tonatiuh	1		120		basd									Auhe	jew	jew	jew	jew	jew	r55	pr5		201	250	pr204	sk881	6	12	pr73		5	5	pr134		500	3500	pr126	sk451	20	36	pr71		2	2	pr171		31	50	0
Tau	Tau	1		120		tkni									Auhe	r55						pr29		251	300	pr183		41	50	pr10		51	75	pr186		41	50	pr122		3	3	pr57		40	40	pr114		11	15	0
Tau	Tau	1		120		tkni									Auhe	jew	r55					pr29		251	300	pr183		41	50	pr10		51	75	pr186		41	50	pr122		3	3	pr57		40	40	pr114		11	15	0
Tau	Tau	1		120		tkni									Auhe	jew	jew	r55				pr29		251	300	pr183		41	50	pr10		51	75	pr186		41	50	pr122		3	3	pr57		40	40	pr114		11	15	0
Tau	Tau	1		120		tkni									Auhe	jew	jew	jew	r55			pr29		251	300	pr183		41	50	pr10		51	75	pr186		41	50	pr122		3	3	pr57		40	40	pr114		11	15	0
Tau	Tau	1		120		tkni									Auhe	jew	jew	jew	jew	r55		pr29		251	300	pr183		41	50	pr10		51	75	pr186		41	50	pr122		3	3	pr57		40	40	pr114		11	15	0
Tau	Tau	1		120		tkni									Auhe	jew	jew	jew	jew	jew	r55	pr29		251	300	pr183		41	50	pr10		51	75	pr186		41	50	pr122		3	3	pr57		40	40	pr114		11	15	0
Patriot	Patriot	1		11		tkni									Eld	r02						pr29		21	30	pr134		5	15	pr171		11	15	pr174		11	15	pr7		-5	-5									0
Patriot	Patriot	1		11		tkni									Eld	jew	r02					pr29		21	30	pr134		5	15	pr171		11	15	pr174		11	15	pr7		-5	-5									0
Patriot	Patriot	1		11		tkni									Eld	jew	jew	r02				pr29		21	30	pr134		5	15	pr171		11	15	pr174		11	15	pr7		-5	-5									0
Patriot	Patriot	1		11		tkni									Eld	jew	jew	jew	r02			pr29		21	30	pr134		5	15	pr171		11	15	pr174		11	15	pr7		-5	-5									0
Patriot	Patriot	1		11		tkni									Eld	jew	jew	jew	jew	r02		pr29		21	30	pr134		5	15	pr171		11	15	pr174		11	15	pr7		-5	-5									0
Patriot	Patriot	1		11		tkni									Eld	jew	jew	jew	jew	jew	r02	pr29		21	30	pr134		5	15	pr171		11	15	pr174		11	15	pr7		-5	-5									0
Fennec	Fennec	1		43		taxe									Lem	r20						pr29		101	120	pr78		60	60	pr269		21	25	pr73		-2	-2	pr292		21	30	pr41		11	15					0
Fennec	Fennec	1		43		taxe									Lem	jew	r20					pr29		101	120	pr78		60	60	pr269		21	25	pr73		-2	-2	pr292		21	30	pr41		11	15					0
Fennec	Fennec	1		43		taxe									Lem	jew	jew	r20				pr29		101	120	pr78		60	60	pr269		21	25	pr73		-2	-2	pr292		21	30	pr41		11	15					0
Fennec	Fennec	1		43		taxe									Lem	jew	jew	jew	r20			pr29		101	120	pr78		60	60	pr269		21	25	pr73		-2	-2	pr292		21	30	pr41		11	15					0
Fennec	Fennec	1		43		taxe									Lem	jew	jew	jew	jew	r20		pr29		101	120	pr78		60	60	pr269		21	25	pr73		-2	-2	pr292		21	30	pr41		11	15					0
Fennec	Fennec	1		43		taxe									Lem	jew	jew	jew	jew	jew	r20	pr29		101	120	pr78		60	60	pr269		21	25	pr73		-2	-2	pr292		21	30	pr41		11	15					0
Quantum	Quantum	1		63		tkni									Ber	r30						pr57		50	50	pr183		11	15	pr197	sk710	5	29	pr174		21	25	pr122		3	3	pr171		21	25	pr172		21	25	0
Quantum	Quantum	1		63		tkni									Ber	jew	r30					pr57		50	50	pr183		11	15	pr197	sk710	5	29	pr174		21	25	pr122		3	3	pr171		21	25	pr172		21	25	0
Quantum	Quantum	1		63		tkni									Ber	jew	jew	r30				pr57		50	50	pr183		11	15	pr197	sk710	5	29	pr174		21	25	pr122		3	3	pr171		21	25	pr172		21	25	0
Quantum	Quantum	1		63		tkni									Ber	jew	jew	jew	r30			pr57		50	50	pr183		11	15	pr197	sk710	5	29	pr174		21	25	pr122		3	3	pr171		21	25	pr172		21	25	0
Quantum	Quantum	1		63		tkni									Ber	jew	jew	jew	jew	r30		pr57		50	50	pr183		11	15	pr197	sk710	5	29	pr174		21	25	pr122		3	3	pr171		21	25	pr172		21	25	0
Quantum	Quantum	1		63		tkni									Ber	jew	jew	jew	jew	jew	r30	pr57		50	50	pr183		11	15	pr197	sk710	5	29	pr174		21	25	pr122		3	3	pr171		21	25	pr172		21	25	0
Raptor	Raptor	1		90		taxe									Ath	r40						pr29		201	250	pr140		100	150	pr197	sk500	15	18	pr71		1	1	pr0		-100	-100	pr326		1	1	pr204	sk1010	12	15	0
Raptor	Raptor	1		90		taxe									Ath	jew	r40					pr29		201	250	pr140		100	150	pr197	sk500	15	18	pr71		1	1	pr0		-100	-100	pr326		1	1	pr204	sk1010	12	15	0
Raptor	Raptor	1		90		taxe									Ath	jew	jew	r40				pr29		201	250	pr140		100	150	pr197	sk500	15	18	pr71		1	1	pr0		-100	-100	pr326		1	1	pr204	sk1010	12	15	0
Raptor	Raptor	1		90		taxe									Ath	jew	jew	jew	r40			pr29		201	250	pr140		100	150	pr197	sk500	15	18	pr71		1	1	pr0		-100	-100	pr326		1	1	pr204	sk1010	12	15	0
Raptor	Raptor	1		90		taxe									Ath	jew	jew	jew	jew	r40		pr29		201	250	pr140		100	150	pr197	sk500	15	18	pr71		1	1	pr0		-100	-100	pr326		1	1	pr204	sk1010	12	15	0
Raptor	Raptor	1		90		taxe									Ath	jew	jew	jew	jew	jew	r40	pr29		201	250	pr140		100	150	pr197	sk500	15	18	pr71		1	1	pr0		-100	-100	pr326		1	1	pr204	sk1010	12	15	0
Lemuria	Lemuria	1		43		nscy									Lem	r20						pr29		101	150	pr28		51	100	pr204	sk18	14	17	pr117	1578	11	15	pr117	1517	11	15	pr57		15	15	pr269		-10	-10	0
Lemuria	Lemuria	1		43		nscy									Lem	jew	r20					pr29		101	150	pr28		51	100	pr204	sk18	14	17	pr117	1578	11	15	pr117	1517	11	15	pr57		15	15	pr269		-10	-10	0
Lemuria	Lemuria	1		43		nscy									Lem	jew	jew	r20				pr29		101	150	pr28		51	100	pr204	sk18	14	17	pr117	1578	11	15	pr117	1517	11	15	pr57		15	15	pr269		-10	-10	0
Lemuria	Lemuria	1		43		nscy									Lem	jew	jew	jew	r20			pr29		101	150	pr28		51	100	pr204	sk18	14	17	pr117	1578	11	15	pr117	1517	11	15	pr57		15	15	pr269		-10	-10	0
Lemuria	Lemuria	1		43		nscy									Lem	jew	jew	jew	jew	r20		pr29		101	150	pr28		51	100	pr204	sk18	14	17	pr117	1578	11	15	pr117	1517	11	15	pr57		15	15	pr269		-10	-10	0
Lemuria	Lemuria	1		43		nscy									Lem	jew	jew	jew	jew	jew	r20	pr29		101	150	pr28		51	100	pr204	sk18	14	17	pr117	1578	11	15	pr117	1517	11	15	pr57		15	15	pr269		-10	-10	0
Aspect	Aspect	1		29		abow									Shael	r13						pr134		15	30	pr137		15	30	pr135		15	30	pr57		10	10	pr78		-5	-5									0
Aspect	Aspect	1		29		abow									Shael	jew	r13					pr134		15	30	pr137		15	30	pr135		15	30	pr57		10	10	pr78		-5	-5									0
Aspect	Aspect	1		29		abow									Shael	jew	jew	r13				pr134		15	30	pr137		15	30	pr135		15	30	pr57		10	10	pr78		-5	-5									0
Aspect	Aspect	1		29		abow									Shael	jew	jew	jew	r13			pr134		15	30	pr137		15	30	pr135		15	30	pr57		10	10	pr78		-5	-5									0
Aspect	Aspect	1		29		abow									Shael	jew	jew	jew	jew	r13		pr134		15	30	pr137		15	30	pr135		15	30	pr57		10	10	pr78		-5	-5									0
Aspect	Aspect	1		29		abow									Shael	jew	jew	jew	jew	jew	r13	pr134		15	30	pr137		15	30	pr135		15	30	pr57		10	10	pr78		-5	-5									0
Ekam	Ekam	1		57		phlm									Ohm	r27						pr269		21	25	pr267		21	25	pr71		1	1	pr37		31	40	pr87		40	40	pr382		3	3	pr75		-25	-25	0
Ekam	Ekam	1		57		phlm									Ohm	jew	r27					pr269		21	25	pr267		21	25	pr71		1	1	pr37		31	40	pr87		40	40	pr382		3	3	pr75		-25	-25	0
Ekam	Ekam	1		57		phlm									Ohm	jew	jew	r27				pr269		21	25	pr267		21	25	pr71		1	1	pr37		31	40	pr87		40	40	pr382		3	3	pr75		-25	-25	0
Ekam	Ekam	1		57		phlm									Ohm	jew	jew	jew	r27			pr269		21	25	pr267		21	25	pr71		1	1	pr37		31	40	pr87		40	40	pr382		3	3	pr75		-25	-25	0
Ekam	Ekam	1		57		phlm									Ohm	jew	jew	jew	jew	r27		pr269		21	25	pr267		21	25	pr71		1	1	pr37		31	40	pr87		40	40	pr382		3	3	pr75		-25	-25	0
Ekam	Ekam	1		57		phlm									Ohm	jew	jew	jew	jew	jew	r27	pr269		21	25	pr267		21	25	pr71		1	1	pr37		31	40	pr87		40	40	pr382		3	3	pr75		-25	-25	0
Rattus	Rattus	1		81		knif						tkni	nknf		Ix	r37						pr29		201	250	pr140		50	150	pr108		25	25	pr473		50	50	pr121		2	2	pr326		1	1	pr233		51	100	0
Rattus	Rattus	1		81		knif						tkni	nknf		Ix	jew	r37					pr29		201	250	pr140		50	150	pr108		25	25	pr473		50	50	pr121		2	2	pr326		1	1	pr233		51	100	0
Rattus	Rattus	1		81		knif						tkni	nknf		Ix	jew	jew	r37				pr29		201	250	pr140		50	150	pr108		25	25	pr473		50	50	pr121		2	2	pr326		1	1	pr233		51	100	0
Rattus	Rattus	1		81		knif						tkni	nknf		Ix	jew	jew	jew	r37			pr29		201	250	pr140		50	150	pr108		25	25	pr473		50	50	pr121		2	2	pr326		1	1	pr233		51	100	0
Rattus	Rattus	1		81		knif						tkni	nknf		Ix	jew	jew	jew	jew	r37		pr29		201	250	pr140		50	150	pr108		25	25	pr473		50	50	pr121		2	2	pr326		1	1	pr233		51	100	0
Rattus	Rattus	1		81		knif						tkni	nknf		Ix	jew	jew	jew	jew	jew	r37	pr29		201	250	pr140		50	150	pr108		25	25	pr473		50	50	pr121		2	2	pr326		1	1	pr233		51	100	0
Instinct	Instinct	1		57		axe									Ohm	r27						pr29		151	200	pr28		51	100	pr233		101	150	pr121		2	2	pr81		25	25	pr0		250	250	pr183		31	50	0
Instinct	Instinct	1		57		axe									Ohm	jew	r27					pr29		151	200	pr28		51	100	pr233		101	150	pr121		2	2	pr81		25	25	pr0		250	250	pr183		31	50	0
Instinct	Instinct	1		57		axe									Ohm	jew	jew	r27				pr29		151	200	pr28		51	100	pr233		101	150	pr121		2	2	pr81		25	25	pr0		250	250	pr183		31	50	0
Instinct	Instinct	1		57		axe									Ohm	jew	jew	jew	r27			pr29		151	200	pr28		51	100	pr233		101	150	pr121		2	2	pr81		25	25	pr0		250	250	pr183		31	50	0
Instinct	Instinct	1		57		axe									Ohm	jew	jew	jew	jew	r27		pr29		151	200	pr28		51	100	pr233		101	150	pr121		2	2	pr81		25	25	pr0		250	250	pr183		31	50	0
Instinct	Instinct	1		57		axe									Ohm	jew	jew	jew	jew	jew	r27	pr29		151	200	pr28		51	100	pr233		101	150	pr121		2	2	pr81		25	25	pr0		250	250	pr183		31	50	0
Thundercloud	Thundercloud	1		120		taxe									Taha	r51						pr29		251	300	pr140		150	300	pr197	sk462	25	53	pr71		2	2	pr289		1	1	pr135		1	1250	pr269		31	50	0
Thundercloud	Thundercloud	1		120		taxe									Taha	jew	r51					pr29		251	300	pr140		150	300	pr197	sk462	25	53	pr71		2	2	pr289		1	1	pr135		1	1250	pr269		31	50	0
Thundercloud	Thundercloud	1		120		taxe									Taha	jew	jew	r51				pr29		251	300	pr140		150	300	pr197	sk462	25	53	pr71		2	2	pr289		1	1	pr135		1	1250	pr269		31	50	0
Thundercloud	Thundercloud	1		120		taxe									Taha	jew	jew	jew	r51			pr29		251	300	pr140		150	300	pr197	sk462	25	53	pr71		2	2	pr289		1	1	pr135		1	1250	pr269		31	50	0
Thundercloud	Thundercloud	1		120		taxe									Taha	jew	jew	jew	jew	r51		pr29		251	300	pr140		150	300	pr197	sk462	25	53	pr71		2	2	pr289		1	1	pr135		1	1250	pr269		31	50	0
Thundercloud	Thundercloud	1		120		taxe									Taha	jew	jew	jew	jew	jew	r51	pr29		251	300	pr140		150	300	pr197	sk462	25	53	pr71		2	2	pr289		1	1	pr135		1	1250	pr269		31	50	0
Cheetah	Cheetah	1		11		taxe									Eld	r02						pr96		75	75	pr29		31	60	pr78		30	30	pr269		11	20	pr302		21	50	pr197	sk513	5	9				9	0
Chrysopelea	Chrysopelea	1		23		tkni									Thul	r10						pr185		-5	-5	pr29		51	100	pr27		31	40	pr197	sk469	15	29	pr174		11	20	pr262		21	40	pr154	sk16	16	16	0
Dajjal	Dajjal	1		43		tkni									Lem	r20						pr191		8	8	pr197	sk564	3	8	pr29		151	200	pr145	sk48	48	48	pr326		3	5	pr57		40	40	pr81		40	40	0
Manitou	Manitou	1		63		taxe									Ber	r30						pr29		201	250	pr197	sk386	25	60	pr183		21	25	pr28		101	200	pr190		50	50	pr71		2	2	pr141	sk320	320	320	0
Myriad	Myriad	1		90		tkni									Ath	r40						pr29		201	250	pr321	sk16	16	16	pr197	sk779	10	12	pr27		101	150	pr57		50	50	pr181		1	1	pr108		11	15	0
Naiad	Naiad	1		115		tkni									Lai	r49						pr29		301	350	pr197	sk702	25	8	pr114		25	25	pr221		50	50	pr198	sk828	100	47	pr96		200	200					0
Burlesque	Burlesque	1		120		tkni									Taha	r51						pr291		41	50	pr29		301	350	pr28		311	360	pr197	sk314	25	58	pr206		21	25	pr53		21	25	pr325		100	100	0
Cheetah	Cheetah	1		11		taxe									Eld	jew	r02					pr96		75	75	pr29		31	60	pr78		30	30	pr269		11	20	pr302		21	50	pr197	sk513	5	9				9	0
Chrysopelea	Chrysopelea	1		23		tkni									Thul	jew	r10					pr185		-5	-5	pr29		51	100	pr27		31	40	pr197	sk469	15	29	pr174		11	20	pr262		21	40	pr154	sk16	16	16	0
Dajjal	Dajjal	1		43		tkni									Lem	jew	r20					pr191		8	8	pr197	sk564	3	8	pr29		151	200	pr145	sk48	48	48	pr326		3	5	pr57		40	40	pr81		40	40	0
Manitou	Manitou	1		63		taxe									Ber	jew	r30					pr29		201	250	pr197	sk386	25	60	pr183		21	25	pr28		101	200	pr190		50	50	pr71		2	2	pr141	sk320	320	320	0
Myriad	Myriad	1		90		tkni									Ath	jew	r40					pr29		201	250	pr321	sk16	16	16	pr197	sk779	10	12	pr27		101	150	pr57		50	50	pr181		1	1	pr108		11	15	0
Naiad	Naiad	1		115		tkni									Lai	jew	r49					pr29		301	350	pr197	sk702	25	8	pr114		25	25	pr221		50	50	pr198	sk828	100	47	pr96		200	200					0
Burlesque	Burlesque	1		120		tkni									Taha	jew	r51					pr291		41	50	pr29		301	350	pr28		311	360	pr197	sk314	25	58	pr206		21	25	pr53		21	25	pr325		100	100	0
Cheetah	Cheetah	1		11		taxe									Eld	jew	jew	r02				pr96		75	75	pr29		31	60	pr78		30	30	pr269		11	20	pr302		21	50	pr197	sk513	5	9				9	0
Chrysopelea	Chrysopelea	1		23		tkni									Thul	jew	jew	r10				pr185		-5	-5	pr29		51	100	pr27		31	40	pr197	sk469	15	29	pr174		11	20	pr262		21	40	pr154	sk16	16	16	0
Dajjal	Dajjal	1		43		tkni									Lem	jew	jew	r20				pr191		8	8	pr197	sk564	3	8	pr29		151	200	pr145	sk48	48	48	pr326		3	5	pr57		40	40	pr81		40	40	0
Manitou	Manitou	1		63		taxe									Ber	jew	jew	r30				pr29		201	250	pr197	sk386	25	60	pr183		21	25	pr28		101	200	pr190		50	50	pr71		2	2	pr141	sk320	320	320	0
Myriad	Myriad	1		90		tkni									Ath	jew	jew	r40				pr29		201	250	pr321	sk16	16	16	pr197	sk779	10	12	pr27		101	150	pr57		50	50	pr181		1	1	pr108		11	15	0
Naiad	Naiad	1		115		tkni									Lai	jew	jew	r49				pr29		301	350	pr197	sk702	25	8	pr114		25	25	pr221		50	50	pr198	sk828	100	47	pr96		200	200					0
Burlesque	Burlesque	1		120		tkni									Taha	jew	jew	r51				pr291		41	50	pr29		301	350	pr28		311	360	pr197	sk314	25	58	pr206		21	25	pr53		21	25	pr325		100	100	0
Cheetah	Cheetah	1		11		taxe									Eld	jew	jew	jew	r02			pr96		75	75	pr29		31	60	pr78		30	30	pr269		11	20	pr302		21	50	pr197	sk513	5	9				9	0
Chrysopelea	Chrysopelea	1		23		tkni									Thul	jew	jew	jew	r10			pr185		-5	-5	pr29		51	100	pr27		31	40	pr197	sk469	15	29	pr174		11	20	pr262		21	40	pr154	sk16	16	16	0
Dajjal	Dajjal	1		43		tkni									Lem	jew	jew	jew	r20			pr191		8	8	pr197	sk564	3	8	pr29		151	200	pr145	sk48	48	48	pr326		3	5	pr57		40	40	pr81		40	40	0
Manitou	Manitou	1		63		taxe									Ber	jew	jew	jew	r30			pr29		201	250	pr197	sk386	25	60	pr183		21	25	pr28		101	200	pr190		50	50	pr71		2	2	pr141	sk320	320	320	0
Myriad	Myriad	1		90		tkni									Ath	jew	jew	jew	r40			pr29		201	250	pr321	sk16	16	16	pr197	sk779	10	12	pr27		101	150	pr57		50	50	pr181		1	1	pr108		11	15	0
Naiad	Naiad	1		115		tkni									Lai	jew	jew	jew	r49			pr29		301	350	pr197	sk702	25	8	pr114		25	25	pr221		50	50	pr198	sk828	100	47	pr96		200	200					0
Burlesque	Burlesque	1		120		tkni									Taha	jew	jew	jew	r51			pr291		41	50	pr29		301	350	pr28		311	360	pr197	sk314	25	58	pr206		21	25	pr53		21	25	pr325		100	100	0
Cheetah	Cheetah	1		11		taxe									Eld	jew	jew	jew	jew	r02		pr96		75	75	pr29		31	60	pr78		30	30	pr269		11	20	pr302		21	50	pr197	sk513	5	9				9	0
Chrysopelea	Chrysopelea	1		23		tkni									Thul	jew	jew	jew	jew	r10		pr185		-5	-5	pr29		51	100	pr27		31	40	pr197	sk469	15	29	pr174		11	20	pr262		21	40	pr154	sk16	16	16	0
Dajjal	Dajjal	1		43		tkni									Lem	jew	jew	jew	jew	r20		pr191		8	8	pr197	sk564	3	8	pr29		151	200	pr145	sk48	48	48	pr326		3	5	pr57		40	40	pr81		40	40	0
Manitou	Manitou	1		63		taxe									Ber	jew	jew	jew	jew	r30		pr29		201	250	pr197	sk386	25	60	pr183		21	25	pr28		101	200	pr190		50	50	pr71		2	2	pr141	sk320	320	320	0
Myriad	Myriad	1		90		tkni									Ath	jew	jew	jew	jew	r40		pr29		201	250	pr321	sk16	16	16	pr197	sk779	10	12	pr27		101	150	pr57		50	50	pr181		1	1	pr108		11	15	0
Naiad	Naiad	1		115		tkni									Lai	jew	jew	jew	jew	r49		pr29		301	350	pr197	sk702	25	8	pr114		25	25	pr221		50	50	pr198	sk828	100	47	pr96		200	200					0
Burlesque	Burlesque	1		120		tkni									Taha	jew	jew	jew	jew	r51		pr291		41	50	pr29		301	350	pr28		311	360	pr197	sk314	25	58	pr206		21	25	pr53		21	25	pr325		100	100	0
Cheetah	Cheetah	1		11		taxe									Eld	jew	jew	jew	jew	jew	r02	pr96		75	75	pr29		31	60	pr78		30	30	pr269		11	20	pr302		21	50	pr197	sk513	5	9				9	0
Chrysopelea	Chrysopelea	1		23		tkni									Thul	jew	jew	jew	jew	jew	r10	pr185		-5	-5	pr29		51	100	pr27		31	40	pr197	sk469	15	29	pr174		11	20	pr262		21	40	pr154	sk16	16	16	0
Dajjal	Dajjal	1		43		tkni									Lem	jew	jew	jew	jew	jew	r20	pr191		8	8	pr197	sk564	3	8	pr29		151	200	pr145	sk48	48	48	pr326		3	5	pr57		40	40	pr81		40	40	0
Manitou	Manitou	1		63		taxe									Ber	jew	jew	jew	jew	jew	r30	pr29		201	250	pr197	sk386	25	60	pr183		21	25	pr28		101	200	pr190		50	50	pr71		2	2	pr141	sk320	320	320	0
Myriad	Myriad	1		90		tkni									Ath	jew	jew	jew	jew	jew	r40	pr29		201	250	pr321	sk16	16	16	pr197	sk779	10	12	pr27		101	150	pr57		50	50	pr181		1	1	pr108		11	15	0
Naiad	Naiad	1		115		tkni									Lai	jew	jew	jew	jew	jew	r49	pr29		301	350	pr197	sk702	25	8	pr114		25	25	pr221		50	50	pr198	sk828	100	47	pr96		200	200					0
Burlesque	Burlesque	1		120		tkni									Taha	jew	jew	jew	jew	jew	r51	pr291		41	50	pr29		301	350	pr28		311	360	pr197	sk314	25	58	pr206		21	25	pr53		21	25	pr325		100	100	0
Raid	Raid	1		23		jave									Thul	r10						pr29		61	100	pr92		1	1	pr110		10	10	pr182	sk346	10	5	pr269		11	15	pr67		1	1					0
Raid	Raid	1		23		jave									Thul	jew	r10					pr29		61	100	pr92		1	1	pr110		10	10	pr182	sk346	10	5	pr269		11	15	pr67		1	1					0
Raid	Raid	1		23		jave									Thul	jew	jew	r10				pr29		61	100	pr92		1	1	pr110		10	10	pr182	sk346	10	5	pr269		11	15	pr67		1	1					0
Raid	Raid	1		23		jave									Thul	jew	jew	jew	r10			pr29		61	100	pr92		1	1	pr110		10	10	pr182	sk346	10	5	pr269		11	15	pr67		1	1					0
Raid	Raid	1		23		jave									Thul	jew	jew	jew	jew	r10		pr29		61	100	pr92		1	1	pr110		10	10	pr182	sk346	10	5	pr269		11	15	pr67		1	1					0
Raid	Raid	1		23		jave									Thul	jew	jew	jew	jew	jew	r10	pr29		61	100	pr92		1	1	pr110		10	10	pr182	sk346	10	5	pr269		11	15	pr67		1	1					0
Hastata	Hastata	1		43		jave									Lem	r20						pr29		101	120	pr127	sk101	1	2	pr28		31	50	pr8		31	40	pr171		21	25	pr96		51	100	pr192		21	25	0
Hastata	Hastata	1		43		jave									Lem	jew	r20					pr29		101	120	pr127	sk101	1	2	pr28		31	50	pr8		31	40	pr171		21	25	pr96		51	100	pr192		21	25	0
Hastata	Hastata	1		43		jave									Lem	jew	jew	r20				pr29		101	120	pr127	sk101	1	2	pr28		31	50	pr8		31	40	pr171		21	25	pr96		51	100	pr192		21	25	0
Hastata	Hastata	1		43		jave									Lem	jew	jew	jew	r20			pr29		101	120	pr127	sk101	1	2	pr28		31	50	pr8		31	40	pr171		21	25	pr96		51	100	pr192		21	25	0
Hastata	Hastata	1		43		jave									Lem	jew	jew	jew	jew	r20		pr29		101	120	pr127	sk101	1	2	pr28		31	50	pr8		31	40	pr171		21	25	pr96		51	100	pr192		21	25	0
Hastata	Hastata	1		43		jave									Lem	jew	jew	jew	jew	jew	r20	pr29		101	120	pr127	sk101	1	2	pr28		31	50	pr8		31	40	pr171		21	25	pr96		51	100	pr192		21	25	0
HasteZ	HasteZ	1		63		jave									Ber	r30						pr29		171	200	pr140		50	100	pr84		50	50	pr81		30	30	pr197	sk496	2	16	pr53		21	25	pr238		21	25	0
HasteZ	HasteZ	1		63		jave									Ber	jew	r30					pr29		171	200	pr140		50	100	pr84		50	50	pr81		30	30	pr197	sk496	2	16	pr53		21	25	pr238		21	25	0
HasteZ	HasteZ	1		63		jave									Ber	jew	jew	r30				pr29		171	200	pr140		50	100	pr84		50	50	pr81		30	30	pr197	sk496	2	16	pr53		21	25	pr238		21	25	0
HasteZ	HasteZ	1		63		jave									Ber	jew	jew	jew	r30			pr29		171	200	pr140		50	100	pr84		50	50	pr81		30	30	pr197	sk496	2	16	pr53		21	25	pr238		21	25	0
HasteZ	HasteZ	1		63		jave									Ber	jew	jew	jew	jew	r30		pr29		171	200	pr140		50	100	pr84		50	50	pr81		30	30	pr197	sk496	2	16	pr53		21	25	pr238		21	25	0
HasteZ	HasteZ	1		63		jave									Ber	jew	jew	jew	jew	jew	r30	pr29		171	200	pr140		50	100	pr84		50	50	pr81		30	30	pr197	sk496	2	16	pr53		21	25	pr238		21	25	0
Hastilude	Hastilude	1		90		jave									Ath	r40						pr29		201	250	pr28		101	150	pr16		-1	-1	pr57		50	50	pr370	sk981	1	19	pr215		11	15	pr218		11	15	0
Hastilude	Hastilude	1		90		jave									Ath	jew	r40					pr29		201	250	pr28		101	150	pr16		-1	-1	pr57		50	50	pr370	sk981	1	19	pr215		11	15	pr218		11	15	0
